"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","surveyor","hakai_id","sample_type","depth","transect_dist_m","collected_start","collected_end","bag_uid","bag_number","density_range","substrate","patchiness","adj_habitat_1","adj_habitat_2","sample_collected","vegetation_1","vegetation_2","comments","quality_log","decimal_lat","decimal_long","end_transect_decimal_lat","end_transect_decimal_lon"
"887","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2","2018-05-24",2,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_EDGE2_5 - 10","seagrass_habitat",3.6,"5 - 10","2018-05-25 10:26:22","2018-05-25 10:51:31",NA,NA,NA,"sand,gravel","1 - 2","sand",NA,FALSE,NA,NA,NA,NA,51.78018656,"-127.8706294",51.7800574,"-127.870801"
"888","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2","2018-05-24",2,"carolyn","zach","10820","seagrass_habitat",3.7,"10 - 15","2018-05-25 10:26:22","2018-05-25 10:51:31","10820",3203,NA,"sand,gravel","1 - 2","sand",NA,TRUE,NA,NA,NA,NA,51.78018656,"-127.8706294",51.7800574,"-127.870801"
"889","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2","2018-05-24",2,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_EDGE2_15 - 20","seagrass_habitat",3.9,"15 - 20","2018-05-25 10:26:22","2018-05-25 10:51:31",NA,NA,NA,"sand,gravel","2 - 3","sand",NA,FALSE,NA,NA,NA,NA,51.78018656,"-127.8706294",51.7800574,"-127.870801"
"890","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2","2018-05-24",2,"carolyn","zach","11071","seagrass_habitat",4.1,"20 - 25","2018-05-25 10:26:22","2018-05-25 10:51:31","11071",3537,NA,"sand,gravel","4 - 5","sand",NA,TRUE,NA,NA,NA,NA,51.78018656,"-127.8706294",51.7800574,"-127.870801"
"891","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2","2018-05-24",2,"carolyn","zach","10823","seagrass_habitat",4.1,"25 - 30","2018-05-25 10:26:22","2018-05-25 10:51:31","10823",3008,NA,"sand,gravel","2 - 3","sand",NA,TRUE,NA,NA,NA,NA,51.78018656,"-127.8706294",51.7800574,"-127.870801"
"892","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2018-05-24",3,"carolyn","zach","11102","seagrass_habitat",4.4,"0 - 5","2018-05-25 10:57:50","2018-05-25 11:01:56","11102",3206,NA,"sand,gravel","2 - 3","sand",NA,TRUE,NA,NA,NA,NA,51.7792583,"-127.8718733",51.7793933,"-127.871718"
"893","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2018-05-24",3,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_EDGE3_5 - 10","seagrass_habitat",4.3,"5 - 10","2018-05-25 10:57:50","2018-05-25 11:01:56",NA,NA,NA,"sand,gravel","2 - 3","sand",NA,FALSE,NA,NA,NA,NA,51.7792583,"-127.8718733",51.7793933,"-127.871718"
"894","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2018-05-24",3,"carolyn","zach","11036","seagrass_habitat",4.3,"10 - 15","2018-05-25 10:57:50","2018-05-25 11:01:56","11036",917,NA,"sand,gravel","1 - 2","sand",NA,TRUE,NA,NA,NA,NA,51.7792583,"-127.8718733",51.7793933,"-127.871718"
"895","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2018-05-24",3,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_EDGE3_15 - 20","seagrass_habitat",4.2,"15 - 20","2018-05-25 10:57:50","2018-05-25 11:01:56",NA,NA,NA,"sand,gravel","1 - 2","sand",NA,FALSE,NA,NA,NA,NA,51.7792583,"-127.8718733",51.7793933,"-127.871718"
"896","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2018-05-24",3,"carolyn","zach","11035","seagrass_habitat",4.1,"20 - 25","2018-05-25 10:57:50","2018-05-25 11:01:56","11035",1020,NA,"sand,gravel","2 - 3","sand",NA,TRUE,NA,NA,NA,NA,51.7792583,"-127.8718733",51.7793933,"-127.871718"
"897","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3","2018-05-24",3,"carolyn","zach","10841","seagrass_habitat",3.8,"25 - 30","2018-05-25 10:57:50","2018-05-25 11:01:56","10841",3542,NA,"sand,gravel","1 - 2","sand",NA,TRUE,NA,NA,NA,NA,51.7792583,"-127.8718733",51.7793933,"-127.871718"
"898","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2018-05-24",4,"carolyn","zach","11055","seagrass_habitat",3.3,"0 - 5","2018-05-24 10:03:01","2018-05-24 10:13:08","11055",3525,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"899","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2018-05-24",4,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_INTERIOR4_5 - 10","seagrass_habitat",3.5,"5 - 10","2018-05-24 10:03:01","2018-05-24 10:13:08",NA,NA,NA,"sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"900","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2018-05-24",4,"carolyn","zach","10938","seagrass_habitat",3.6,"10 - 15","2018-05-24 10:03:01","2018-05-24 10:13:08","10938",3566,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"901","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2018-05-24",4,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_INTERIOR4_15 - 20","seagrass_habitat",3.7,"15 - 20","2018-05-24 10:03:01","2018-05-24 10:13:08",NA,NA,NA,"sand,cobble","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"902","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2018-05-24",4,"carolyn","zach","10858","seagrass_habitat",3.7,"20 - 25","2018-05-24 10:03:01","2018-05-24 10:13:08","10858",3200,NA,"sand,cobble","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"903","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4","2018-05-24",4,"carolyn","zach","10817","seagrass_habitat",3.7,"25 - 30","2018-05-24 10:03:01","2018-05-24 10:13:08","10817",3219,NA,"sand,cobble","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.78173578,"-127.8659518",51.7817186,"-127.8662255"
"904","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5","2018-05-24",5,"carolyn","zach","11177","seagrass_habitat",3.8,"0 - 5","2018-05-24 10:40:08","2018-05-24 10:45:13","11177",3517,NA,"sand,gravel","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.78031615,"-127.8709314",51.7801791,"-127.8710927"
"905","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5","2018-05-24",5,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_INTERIOR5_5 - 10","seagrass_habitat",3.9,"5 - 10","2018-05-24 10:40:08","2018-05-24 10:45:13",NA,NA,NA,"sand,gravel","2 - 3","seagrass",NA,FALSE,NA,NA,NA,NA,51.78031615,"-127.8709314",51.7801791,"-127.8710927"
"906","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5","2018-05-24",5,"carolyn","zach","11008","seagrass_habitat",3.8,"10 - 15","2018-05-24 10:40:08","2018-05-24 10:45:13","11008",3547,NA,"sand,gravel","1 - 2","seagrass",NA,TRUE,NA,NA,NA,NA,51.78031615,"-127.8709314",51.7801791,"-127.8710927"
"907","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5","2018-05-24",5,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_INTERIOR5_15 - 20","seagrass_habitat",3.9,"15 - 20","2018-05-24 10:40:08","2018-05-24 10:45:13",NA,NA,NA,"sand,gravel","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.78031615,"-127.8709314",51.7801791,"-127.8710927"
"908","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5","2018-05-24",5,"carolyn","zach","10887","seagrass_habitat",3.9,"20 - 25","2018-05-24 10:40:08","2018-05-24 10:45:13","10887",6019,NA,"sand,gravel","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.78031615,"-127.8709314",51.7801791,"-127.8710927"
"909","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5","2018-05-24",5,"carolyn","zach","10956","seagrass_habitat",3.9,"25 - 30","2018-05-24 10:40:08","2018-05-24 10:45:13","10956",3539,NA,"sand,cobble","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.78031615,"-127.8709314",51.7801791,"-127.8710927"
"910","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR6","2018-05-24",6,"carolyn","zach","10992","seagrass_habitat",3.6,"0 - 5","2018-05-25 11:26:10","2018-05-25 11:46:20","10992",3531,NA,"sand,gravel","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.77933677,"-127.8720627",51.7794713,"-127.8719035"
"911","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR6","2018-05-24",6,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_INTERIOR6_5 - 10","seagrass_habitat",3.6,"5 - 10","2018-05-25 11:26:10","2018-05-25 11:46:20",NA,NA,NA,"sand,gravel","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.77933677,"-127.8720627",51.7794713,"-127.8719035"
"912","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR6","2018-05-24",6,"carolyn","zach","10984","seagrass_habitat",3.6,"10 - 15","2018-05-25 11:26:10","2018-05-25 11:46:20","10984",3513,NA,"sand,gravel","1 - 2","seagrass",NA,TRUE,NA,NA,NA,NA,51.77933677,"-127.8720627",51.7794713,"-127.8719035"
"913","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR6","2018-05-24",6,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_INTERIOR6_15 - 20","seagrass_habitat",4,"15 - 20","2018-05-25 11:26:10","2018-05-25 11:46:20",NA,NA,NA,"sand,gravel","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.77933677,"-127.8720627",51.7794713,"-127.8719035"
"914","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR6","2018-05-24",6,"carolyn","zach","10881","seagrass_habitat",4.2,"20 - 25","2018-05-25 11:26:10","2018-05-25 11:46:20","10881",6015,NA,"sand,gravel","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.77933677,"-127.8720627",51.7794713,"-127.8719035"
"915","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR6","2018-05-24",6,"carolyn","zach","10863","seagrass_habitat",4.2,"25 - 30","2018-05-25 11:26:10","2018-05-25 11:46:20","10863",3540,NA,"sand,gravel","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.77933677,"-127.8720627",51.7794713,"-127.8719035"
"916","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2018-05-22",1,"carolyn","zach","10900","seagrass_habitat",2.6,"0 - 5","2018-05-22 14:50:17","2018-05-22 14:55:27","10900",3516,NA,"sand,bedrock","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"917","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2018-05-22",1,"carolyn","zach","2018-05-22_PRUTH_BAY_EDGE1_5 - 10","seagrass_habitat",2.9,"5 - 10","2018-05-22 14:50:17","2018-05-22 14:55:27",NA,NA,NA,"sand","1 - 2","sand",NA,FALSE,"agarum",NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"918","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2018-05-22",1,"carolyn","zach","11139","seagrass_habitat",3.3,"10 - 15","2018-05-22 14:50:17","2018-05-22 14:55:27","11139",6008,NA,"sand,bedrock","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"919","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2018-05-22",1,"carolyn","zach","2018-05-22_PRUTH_BAY_EDGE1_15 - 20","seagrass_habitat",3.1,"15 - 20","2018-05-22 14:50:17","2018-05-22 14:55:27",NA,NA,NA,"sand,bedrock","2 - 3","sand",NA,FALSE,"agarum",NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"920","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2018-05-22",1,"carolyn","zach","10995","seagrass_habitat",2.9,"20 - 25","2018-05-22 14:50:17","2018-05-22 14:55:27","10995",12,NA,"sand,bedrock","1 - 2","flat kelp",NA,TRUE,"agarum",NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"921","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1","2018-05-22",1,"carolyn","zach","10994","seagrass_habitat",2.6,"25 - 30","2018-05-22 14:50:17","2018-05-22 14:55:27","10994",1018,NA,"sand,bedrock","2 - 3","flat kelp",NA,TRUE,"agarum",NA,NA,NA,51.64707199,"-128.1204211",51.6470739,"-128.1206929"
"922","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2018-05-22",2,"carolyn","zach","10843","seagrass_habitat",2.1,"0 - 5","2018-05-22 14:19:26","2018-05-22 14:30:32","10843",3546,NA,"sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"923","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2018-05-22",2,"carolyn","zach","2018-05-22_PRUTH_BAY_EDGE2_5 - 10","seagrass_habitat",2.1,"5 - 10","2018-05-22 14:19:26","2018-05-22 14:30:32",NA,NA,NA,"sand","1 - 2","sand",NA,FALSE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"924","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2018-05-22",2,"carolyn","zach","11140","seagrass_habitat",2.4,"10 - 15","2018-05-22 14:19:26","2018-05-22 14:30:32","11140",3001,NA,"sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"925","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2018-05-22",2,"carolyn","zach","2018-05-22_PRUTH_BAY_EDGE2_15 - 20","seagrass_habitat",2.5,"15 - 20","2018-05-22 14:19:26","2018-05-22 14:30:32",NA,NA,NA,"sand","1 - 2","sand",NA,FALSE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"926","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2018-05-22",2,"carolyn","zach","10838","seagrass_habitat",2.5,"20 - 25","2018-05-22 14:19:26","2018-05-22 14:30:32","10838",1,NA,"sand","1 - 2","sand",NA,TRUE,"des",NA,NA,"1: M1 bag",51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"927","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2","2018-05-22",2,"carolyn","zach","10866","seagrass_habitat",2.7,"25 - 30","2018-05-22 14:19:26","2018-05-22 14:30:32","10866",3543,NA,"sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64662622,"-128.1197998",51.6466265,"-128.1200722"
"928","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2018-05-22",3,"carolyn","zach","11063","seagrass_habitat",2.6,"0 - 5","2018-05-22 13:49:17","2018-05-22 13:53:30","11063",3217,NA,"sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"929","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2018-05-22",3,"carolyn","zach","2018-05-22_PRUTH_BAY_EDGE3_5 - 10","seagrass_habitat",2.6,"5 - 10","2018-05-22 13:49:17","2018-05-22 13:53:30",NA,NA,NA,"sand","1 - 2","sand",NA,FALSE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"930","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2018-05-22",3,"carolyn","zach","10936","seagrass_habitat",2.6,"10 - 15","2018-05-22 13:49:17","2018-05-22 13:53:30","10936",3205,NA,"sand","1 - 2","sand",NA,TRUE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"931","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2018-05-22",3,"carolyn","zach","2018-05-22_PRUTH_BAY_EDGE3_15 - 20","seagrass_habitat",2.4,"15 - 20","2018-05-22 13:49:17","2018-05-22 13:53:30",NA,NA,NA,"sand","1 - 2","sand",NA,FALSE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"932","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2018-05-22",3,"carolyn","zach","10977","seagrass_habitat",2.2,"20 - 25","2018-05-22 13:49:17","2018-05-22 13:53:30","10977",3558,NA,"sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"933","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE3","2018-05-22",3,"carolyn","zach","10935","seagrass_habitat",2.1,"25 - 30","2018-05-22 13:49:17","2018-05-22 13:53:30","10935",10,NA,"sand","< 1","sand",NA,TRUE,NA,NA,NA,NA,51.64655924,"-128.1191054",51.6465595,"-128.1193762"
"934","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2018-05-22",4,"carolyn","zach","11073","seagrass_habitat",1.9,"0 - 5","2018-05-22 10:55:57","2018-05-22 11:00:04","11073",6007,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"935","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2018-05-22",4,"carolyn","zach","2018-05-22_PRUTH_BAY_INTERIOR4_5 - 10","seagrass_habitat",1.9,"5 - 10","2018-05-22 10:55:57","2018-05-22 11:00:04",NA,NA,NA,"sand","< 1","seagrass",NA,FALSE,"ulva",NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"936","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2018-05-22",4,"carolyn","zach","10970","seagrass_habitat",1.8,"10 - 15","2018-05-22 10:55:57","2018-05-22 11:00:04","10970",6017,NA,"sand","< 1","seagrass",NA,TRUE,"ceramium",NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"937","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2018-05-22",4,"carolyn","zach","2018-05-22_PRUTH_BAY_INTERIOR4_15 - 20","seagrass_habitat",1.7,"15 - 20","2018-05-22 10:55:57","2018-05-22 11:00:04",NA,NA,NA,"sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"938","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2018-05-22",4,"carolyn","zach","10816","seagrass_habitat",1.7,"20 - 25","2018-05-22 10:55:57","2018-05-22 11:00:04","10816",331,NA,"sand","< 1","seagrass",NA,TRUE,"ulva",NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"939","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR4","2018-05-22",4,"carolyn","zach","10948","seagrass_habitat",1.7,"25 - 30","2018-05-22 10:55:57","2018-05-22 11:00:04","10948",107,NA,"sand","< 1","seagrass",NA,TRUE,"ulva",NA,NA,NA,51.6459294,"-128.1193665",51.6459304,"-128.1196358"
"940","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2018-05-22",5,"carolyn","zach","10967","seagrass_habitat",1.9,"0 - 5","2018-05-22 10:27:48","2018-05-22 10:32:56","10967",3510,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"941","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2018-05-22",5,"carolyn","zach","2018-05-22_PRUTH_BAY_INTERIOR5_5 - 10","seagrass_habitat",1.8,"5 - 10","2018-05-22 10:27:48","2018-05-22 10:32:56",NA,NA,NA,"sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"942","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2018-05-22",5,"carolyn","zach","10985","seagrass_habitat",1.8,"10 - 15","2018-05-22 10:27:48","2018-05-22 10:32:56","10985",6020,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"943","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2018-05-22",5,"carolyn","zach","2018-05-22_PRUTH_BAY_INTERIOR5_15 - 20","seagrass_habitat",1.8,"15 - 20","2018-05-22 10:27:48","2018-05-22 10:32:56",NA,NA,NA,"sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"944","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2018-05-22",5,"carolyn","zach","10966","seagrass_habitat",1.7,"20 - 25","2018-05-22 10:27:48","2018-05-22 10:32:56","10966",3534,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"945","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5","2018-05-22",5,"carolyn","zach","10903","seagrass_habitat",NA,"25 - 30","2018-05-22 10:27:48","2018-05-22 10:32:56","10903",3208,NA,"sand","< 1","seagrass",NA,TRUE,"ulva",NA,NA,NA,51.64532132,"-128.1192523",51.6453219,"-128.1195226"
"946","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2018-05-22",6,"carolyn","zach","10840","seagrass_habitat",1.8,"0 - 5","2018-05-22 09:57:48","2018-05-22 10:33:56","10840",303,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"947","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2018-05-22",6,"carolyn","zach","2018-05-22_PRUTH_BAY_INTERIOR6_5 - 10","seagrass_habitat",1.8,"5 - 10","2018-05-22 09:57:48","2018-05-22 10:33:56",NA,NA,NA,"sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"948","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2018-05-22",6,"carolyn","zach","10954","seagrass_habitat",1.9,"10 - 15","2018-05-22 09:57:48","2018-05-22 10:33:56","10954",6011,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"949","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2018-05-22",6,"carolyn","zach","2018-05-22_PRUTH_BAY_INTERIOR6_15 - 20","seagrass_habitat",2.1,"15 - 20","2018-05-22 09:57:48","2018-05-22 10:33:56",NA,NA,NA,"sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"950","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2018-05-22",6,"carolyn","zach","11145","seagrass_habitat",2.1,"20 - 25","2018-05-22 09:57:48","2018-05-22 10:33:56","11145",3544,NA,"sand","1 - 2","seagrass",NA,TRUE,NA,NA,NA,NA,51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"951","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6","2018-05-22",6,"carolyn","zach","10934","seagrass_habitat",2.1,"25 - 30","2018-05-22 09:57:48","2018-05-22 10:33:56","10934",3007,NA,"sand,shell hash","4 - 5","sand",NA,TRUE,NA,NA,NA,"1: Adjacent to stream",51.64474874,"-128.1198408",51.6447483,"-128.1201111"
"952","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2018-06-19",1,"angeleen","zach","17071","seagrass_habitat",2,"0 - 5","2018-06-19 10:44:53","2018-06-19 10:51:57","17071",3552,NA,"sand","< 1","sand",NA,TRUE,"des",NA,NA,NA,51.67881951,"-128.1147522",51.678652,"-128.114753"
"953","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2018-06-19",1,"angeleen","zach","2018-06-19_CHOKED_PASS_EDGE1_5 - 10","seagrass_habitat",2.2,"5 - 10","2018-06-19 10:44:53","2018-06-19 10:51:57",NA,NA,NA,"sand","< 1","sand",NA,FALSE,"des",NA,NA,NA,51.67881951,"-128.1147522",51.678652,"-128.114753"
"954","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2018-06-19",1,"angeleen","zach","17109","seagrass_habitat",2.1,"10 - 15","2018-06-19 10:44:53","2018-06-19 10:51:57","17109",704,NA,"sand","< 1","sand",NA,TRUE,"des","ulva",NA,NA,51.67881951,"-128.1147522",51.678652,"-128.114753"
