"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","surveyor","hakai_id","sample_type","depth","transect_dist_m","collected_start","collected_end","density","density__m2_","canopy_height_cm","flowering_shoots","quality_log","substrate","decimal_lat","decimal_long","end_transect_decimal_lat","end_transect_decimal_lon"
"993","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE1","2016-08-24",1,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE1_20","seagrass_density",0.67056,20,"8/24/2016 10:35","8/24/2016 10:44",7,112,75,NA,NA,"sand",51.92428,"-128.45648",51.9244289,"-128.4563569"
"994","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE1","2016-08-24",1,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE1_25","seagrass_density",0.67056,25,"8/24/2016 10:35","8/24/2016 10:44",8,128,125,NA,NA,"sand",51.92428,"-128.45648",51.9244289,"-128.4563569"
"995","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE1","2016-08-24",1,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE1_30","seagrass_density",0.64008,30,"8/24/2016 10:35","8/24/2016 10:44",12,192,150,NA,NA,"sand",51.92428,"-128.45648",51.9244289,"-128.4563569"
"996","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE1","2016-08-24",1,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE1_5","seagrass_density",0.67056,5,"8/24/2016 10:35","8/24/2016 10:44",12,192,125,NA,NA,"sand",51.92428,"-128.45648",51.9244289,"-128.4563569"
"997","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE2","2016-08-24",2,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE2_0","seagrass_density",1.92024,0,"8/24/2016 11:01","8/24/2016 11:10",3,48,75,NA,NA,"sand",51.92255,"-128.45374",51.9224675,"-128.4535001"
"998","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE2","2016-08-24",2,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE2_10","seagrass_density",1.85928,10,"8/24/2016 11:01","8/24/2016 11:10",8,128,75,NA,NA,"sand",51.92255,"-128.45374",51.9224675,"-128.4535001"
"999","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE2","2016-08-24",2,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE2_15","seagrass_density",1.8288,15,"8/24/2016 11:01","8/24/2016 11:10",11,176,100,NA,NA,"sand",51.92255,"-128.45374",51.9224675,"-128.4535001"
"1000","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE2","2016-08-24",2,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE2_20","seagrass_density",1.8288,20,"8/24/2016 11:01","8/24/2016 11:10",8,128,75,NA,NA,"sand",51.92255,"-128.45374",51.9224675,"-128.4535001"
"1001","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE2","2016-08-24",2,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE2_25","seagrass_density",1.8288,25,"8/24/2016 11:01","8/24/2016 11:10",3,48,75,NA,NA,"sand",51.92255,"-128.45374",51.9224675,"-128.4535001"
"1002","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE2","2016-08-24",2,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE2_30","seagrass_density",1.79832,30,"8/24/2016 11:01","8/24/2016 11:10",4,64,80,NA,NA,"sand",51.92255,"-128.45374",51.9224675,"-128.4535001"
"1003","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE2","2016-08-24",2,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE2_5","seagrass_density",1.85928,5,"8/24/2016 11:01","8/24/2016 11:10",0,0,0,NA,NA,"sand",51.92255,"-128.45374",51.9224675,"-128.4535001"
"1004","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE3","2016-08-24",3,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE3_0","seagrass_density",0.82296,0,"8/24/2016 11:23","8/24/2016 11:32",0,0,0,NA,NA,"sand cobble",51.92274,"-128.44917",51.9225851,"-128.449276"
"1005","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE3","2016-08-24",3,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE3_10","seagrass_density",0.9144,10,"8/24/2016 11:23","8/24/2016 11:32",7,112,100,NA,NA,"sand cobble",51.92274,"-128.44917",51.9225851,"-128.449276"
"1006","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE3","2016-08-24",3,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE3_15","seagrass_density",0.97536,15,"8/24/2016 11:23","8/24/2016 11:32",0,0,0,NA,NA,"sand cobble",51.92274,"-128.44917",51.9225851,"-128.449276"
"1007","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE3","2016-08-24",3,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE3_20","seagrass_density",0.97536,20,"8/24/2016 11:23","8/24/2016 11:32",15,240,125,NA,NA,"sand cobble",51.92274,"-128.44917",51.9225851,"-128.449276"
"1008","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE3","2016-08-24",3,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE3_25","seagrass_density",1.00584,25,"8/24/2016 11:23","8/24/2016 11:32",9,144,125,NA,NA,"sand cobble",51.92274,"-128.44917",51.9225851,"-128.449276"
"1009","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE3","2016-08-24",3,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE3_30","seagrass_density",1.09728,30,"8/24/2016 11:23","8/24/2016 11:32",4,64,50,NA,NA,"sand cobble",51.92274,"-128.44917",51.9225851,"-128.449276"
"1010","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_EDGE3","2016-08-24",3,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_EDGE3_5","seagrass_density",0.94488,5,"8/24/2016 11:23","8/24/2016 11:32",3,48,50,NA,NA,"sand cobble",51.92274,"-128.44917",51.9225851,"-128.449276"
"1011","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR4","2016-08-24",4,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR4_0","seagrass_density",1.46304,0,"8/24/2016 11:47","8/24/2016 11:58",5,80,50,NA,NA,"sand cobble",51.92439,"-128.45226",51.9243131,"-128.452002"
"1012","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR4","2016-08-24",4,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR4_10","seagrass_density",1.40208,10,"8/24/2016 11:47","8/24/2016 11:58",0,0,0,NA,NA,"sand cobble",51.92439,"-128.45226",51.9243131,"-128.452002"
"1013","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR4","2016-08-24",4,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR4_15","seagrass_density",1.3716,15,"8/24/2016 11:47","8/24/2016 11:58",0,0,0,NA,NA,"sand cobble",51.92439,"-128.45226",51.9243131,"-128.452002"
"1014","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR4","2016-08-24",4,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR4_20","seagrass_density",1.31064,20,"8/24/2016 11:47","8/24/2016 11:58",0,0,0,NA,NA,"sand cobble",51.92439,"-128.45226",51.9243131,"-128.452002"
"1015","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR4","2016-08-24",4,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR4_25","seagrass_density",1.3716,25,"8/24/2016 11:47","8/24/2016 11:58",0,0,0,NA,NA,"sand cobble",51.92439,"-128.45226",51.9243131,"-128.452002"
"1016","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR4","2016-08-24",4,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR4_30","seagrass_density",1.3716,30,"8/24/2016 11:47","8/24/2016 11:58",0,0,0,NA,NA,"sand cobble",51.92439,"-128.45226",51.9243131,"-128.452002"
"1017","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR4","2016-08-24",4,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR4_5","seagrass_density",1.46304,5,"8/24/2016 11:47","8/24/2016 11:58",3,48,50,NA,NA,"sand cobble",51.92439,"-128.45226",51.9243131,"-128.452002"
"1018","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR5","2016-08-24",5,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR5_0","seagrass_density",0.9144,0,"8/24/2016 12:58","8/24/2016 13:10",7,112,75,NA,NA,"sand cobble",51.92652,"-128.45317",51.9264292,"-128.4529429"
"1019","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR5","2016-08-24",5,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR5_10","seagrass_density",0.97536,10,"8/24/2016 12:58","8/24/2016 13:10",9,144,75,NA,NA,"sand cobble",51.92652,"-128.45317",51.9264292,"-128.4529429"
"1020","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR5","2016-08-24",5,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR5_15","seagrass_density",1.03632,15,"8/24/2016 12:58","8/24/2016 13:10",10,160,100,NA,NA,"sand cobble",51.92652,"-128.45317",51.9264292,"-128.4529429"
"1021","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR5","2016-08-24",5,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR5_20","seagrass_density",0.97536,20,"8/24/2016 12:58","8/24/2016 13:10",11,176,100,NA,NA,"sand cobble",51.92652,"-128.45317",51.9264292,"-128.4529429"
"1022","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR5","2016-08-24",5,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR5_25","seagrass_density",1.00584,25,"8/24/2016 12:58","8/24/2016 13:10",2,32,50,NA,NA,"sand cobble",51.92652,"-128.45317",51.9264292,"-128.4529429"
"1023","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR5","2016-08-24",5,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR5_30","seagrass_density",0.97536,30,"8/24/2016 12:58","8/24/2016 13:10",0,0,0,NA,NA,"sand cobble",51.92652,"-128.45317",51.9264292,"-128.4529429"
"1024","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR5","2016-08-24",5,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR5_5","seagrass_density",0.9144,5,"8/24/2016 12:58","8/24/2016 13:10",19,304,75,NA,NA,"sand cobble",51.92652,"-128.45317",51.9264292,"-128.4529429"
"1025","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR6","2016-08-24",6,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR6_0","seagrass_density",0.9144,0,"8/24/2016 13:36","8/24/2016 13:44",1,16,125,NA,NA,"sand cobble",51.92766,"-128.45012",51.9275171,"-128.4499858"
"1026","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR6","2016-08-24",6,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR6_10","seagrass_density",0.88392,10,"8/24/2016 13:36","8/24/2016 13:44",1,16,75,NA,NA,"sand cobble",51.92766,"-128.45012",51.9275171,"-128.4499858"
"1027","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR6","2016-08-24",6,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR6_15","seagrass_density",0.79248,15,"8/24/2016 13:36","8/24/2016 13:44",6,96,75,NA,NA,"sand cobble",51.92766,"-128.45012",51.9275171,"-128.4499858"
"1028","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR6","2016-08-24",6,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR6_20","seagrass_density",0.85344,20,"8/24/2016 13:36","8/24/2016 13:44",8,128,85,NA,NA,"sand cobble",51.92766,"-128.45012",51.9275171,"-128.4499858"
"1029","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR6","2016-08-24",6,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR6_25","seagrass_density",0.9144,25,"8/24/2016 13:36","8/24/2016 13:44",12,192,125,NA,NA,"sand cobble",51.92766,"-128.45012",51.9275171,"-128.4499858"
"1030","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR6","2016-08-24",6,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR6_30","seagrass_density",0.94488,30,"8/24/2016 13:36","8/24/2016 13:44",6,96,100,NA,NA,"sand cobble",51.92766,"-128.45012",51.9275171,"-128.4499858"
"1031","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHEAST","GOOSE_SOUTHEAST_INTERIOR6","2016-08-24",6,"zach","derek","2016-08-24_GOOSE_SOUTHEAST_INTERIOR6_5","seagrass_density",0.9144,5,"8/24/2016 13:36","8/24/2016 13:44",8,128,125,NA,NA,"sand cobble",51.92766,"-128.45012",51.9275171,"-128.4499858"
"1032","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2016-08-25",1,"zach","derek","2016-08-25_CHOKED_PASS_EDGE1_0","seagrass_density",1.03632,0,"8/25/2016 9:27","8/25/2016 9:31",12,192,75,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1033","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2016-08-25",1,"zach","derek","2016-08-25_CHOKED_PASS_EDGE1_10","seagrass_density",1.12776,10,"8/25/2016 9:27","8/25/2016 9:31",4,64,75,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1034","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2016-08-25",1,"zach","derek","2016-08-25_CHOKED_PASS_EDGE1_15","seagrass_density",1.18872,15,"8/25/2016 9:27","8/25/2016 9:31",8,128,75,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1035","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2016-08-25",1,"zach","derek","2016-08-25_CHOKED_PASS_EDGE1_20","seagrass_density",1.15824,20,"8/25/2016 9:27","8/25/2016 9:31",12,192,75,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1036","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2016-08-25",1,"zach","derek","2016-08-25_CHOKED_PASS_EDGE1_25","seagrass_density",1.15824,25,"8/25/2016 9:27","8/25/2016 9:31",5,80,85,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1037","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2016-08-25",1,"zach","derek","2016-08-25_CHOKED_PASS_EDGE1_30","seagrass_density",1.18872,30,"8/25/2016 9:27","8/25/2016 9:31",1,16,75,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1038","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1","2016-08-25",1,"zach","derek","2016-08-25_CHOKED_PASS_EDGE1_5","seagrass_density",1.09728,5,"8/25/2016 9:27","8/25/2016 9:31",0,0,0,NA,NA,"sand",51.67881951,"-128.1147522",51.678652,"-128.114753"
"1039","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2016-08-25",2,"zach","derek","2016-08-25_CHOKED_PASS_EDGE2_0","seagrass_density",1.6764,0,"8/25/2016 9:48","8/25/2016 9:54",0,0,0,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1040","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2016-08-25",2,"zach","derek","2016-08-25_CHOKED_PASS_EDGE2_10","seagrass_density",1.70688,10,"8/25/2016 9:48","8/25/2016 9:54",8,128,100,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1041","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2016-08-25",2,"zach","derek","2016-08-25_CHOKED_PASS_EDGE2_15","seagrass_density",1.6764,15,"8/25/2016 9:48","8/25/2016 9:54",6,96,100,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1042","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2016-08-25",2,"zach","derek","2016-08-25_CHOKED_PASS_EDGE2_20","seagrass_density",1.58496,20,"8/25/2016 9:48","8/25/2016 9:54",4,64,75,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1043","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2016-08-25",2,"zach","derek","2016-08-25_CHOKED_PASS_EDGE2_25","seagrass_density",1.55448,25,"8/25/2016 9:48","8/25/2016 9:54",8,128,110,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1044","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2016-08-25",2,"zach","derek","2016-08-25_CHOKED_PASS_EDGE2_30","seagrass_density",1.61544,30,"8/25/2016 9:48","8/25/2016 9:54",4,64,120,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1045","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2","2016-08-25",2,"zach","derek","2016-08-25_CHOKED_PASS_EDGE2_5","seagrass_density",1.6764,5,"8/25/2016 9:48","8/25/2016 9:54",11,176,100,NA,NA,"sand",51.67256649,"-128.1172077",51.6723987,"-128.1172085"
"1046","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2016-08-25",3,"zach","derek","2016-08-25_CHOKED_PASS_EDGE3_0","seagrass_density",1.64592,0,"8/25/2016 10:16","8/25/2016 10:21",7,112,100,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1047","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2016-08-25",3,"zach","derek","2016-08-25_CHOKED_PASS_EDGE3_10","seagrass_density",1.85928,10,"8/25/2016 10:16","8/25/2016 10:21",4,64,125,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1048","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2016-08-25",3,"zach","derek","2016-08-25_CHOKED_PASS_EDGE3_15","seagrass_density",1.88976,15,"8/25/2016 10:16","8/25/2016 10:21",3,48,125,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1049","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2016-08-25",3,"zach","derek","2016-08-25_CHOKED_PASS_EDGE3_20","seagrass_density",1.92024,20,"8/25/2016 10:16","8/25/2016 10:21",5,80,125,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1050","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2016-08-25",3,"zach","derek","2016-08-25_CHOKED_PASS_EDGE3_25","seagrass_density",1.92024,25,"8/25/2016 10:16","8/25/2016 10:21",4,64,125,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1051","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2016-08-25",3,"zach","derek","2016-08-25_CHOKED_PASS_EDGE3_30","seagrass_density",1.92024,30,"8/25/2016 10:16","8/25/2016 10:21",4,64,125,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1052","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3","2016-08-25",3,"zach","derek","2016-08-25_CHOKED_PASS_EDGE3_5","seagrass_density",1.6764,5,"8/25/2016 10:16","8/25/2016 10:21",5,80,120,NA,NA,"sand",51.67492689,"-128.1237431",51.6750951,"-128.1237423"
"1053","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2016-08-25",7,"zach","derek","2016-08-25_CHOKED_PASS_EDGE7_0","seagrass_density",1.12776,0,"8/25/2016 10:45","8/25/2016 10:55",1,16,125,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1054","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2016-08-25",7,"zach","derek","2016-08-25_CHOKED_PASS_EDGE7_10","seagrass_density",1.15824,10,"8/25/2016 10:45","8/25/2016 10:55",7,112,125,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1055","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2016-08-25",7,"zach","derek","2016-08-25_CHOKED_PASS_EDGE7_15","seagrass_density",1.31064,15,"8/25/2016 10:45","8/25/2016 10:55",5,80,125,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1056","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2016-08-25",7,"zach","derek","2016-08-25_CHOKED_PASS_EDGE7_20","seagrass_density",1.3716,20,"8/25/2016 10:45","8/25/2016 10:55",6,96,150,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1057","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2016-08-25",7,"zach","derek","2016-08-25_CHOKED_PASS_EDGE7_25","seagrass_density",1.46304,25,"8/25/2016 10:45","8/25/2016 10:55",7,112,135,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1058","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2016-08-25",7,"zach","derek","2016-08-25_CHOKED_PASS_EDGE7_30","seagrass_density",1.49352,30,"8/25/2016 10:45","8/25/2016 10:55",5,80,150,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1059","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7","2016-08-25",7,"zach","derek","2016-08-25_CHOKED_PASS_EDGE7_5","seagrass_density",1.09728,5,"8/25/2016 10:45","8/25/2016 10:55",5,80,125,NA,NA,"sand",51.67888847,"-128.1259801",51.6790564,"-128.1259781"
"1060","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2016-08-25",4,"zach","derek","2016-08-25_CHOKED_PASS_INTERIOR4_0","seagrass_density",1.76784,0,"8/25/2016 13:19","8/25/2016 13:32",6,96,100,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1061","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2016-08-25",4,"zach","derek","2016-08-25_CHOKED_PASS_INTERIOR4_10","seagrass_density",1.70688,10,"8/25/2016 13:19","8/25/2016 13:32",1,16,125,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1062","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2016-08-25",4,"zach","derek","2016-08-25_CHOKED_PASS_INTERIOR4_15","seagrass_density",1.70688,15,"8/25/2016 13:19","8/25/2016 13:32",5,80,100,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1063","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2016-08-25",4,"zach","derek","2016-08-25_CHOKED_PASS_INTERIOR4_20","seagrass_density",1.70688,20,"8/25/2016 13:19","8/25/2016 13:32",6,96,110,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1064","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2016-08-25",4,"zach","derek","2016-08-25_CHOKED_PASS_INTERIOR4_25","seagrass_density",1.76784,25,"8/25/2016 13:19","8/25/2016 13:32",3,48,125,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1065","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2016-08-25",4,"zach","derek","2016-08-25_CHOKED_PASS_INTERIOR4_30","seagrass_density",1.76784,30,"8/25/2016 13:19","8/25/2016 13:32",5,80,125,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1066","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4","2016-08-25",4,"zach","derek","2016-08-25_CHOKED_PASS_INTERIOR4_5","seagrass_density",1.76784,5,"8/25/2016 13:19","8/25/2016 13:32",3,48,100,NA,NA,"sand",51.67453798,"-128.1177728",51.6744533,"-128.1180077"
"1067","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2016-08-25",5,"zach","derek","2016-08-25_CHOKED_PASS_INTERIOR5_0","seagrass_density",1.88976,0,"8/25/2016 14:08","8/25/2016 14:12",5,80,75,NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
"1068","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5","2016-08-25",5,"zach","derek","2016-08-25_CHOKED_PASS_INTERIOR5_10","seagrass_density",1.92024,10,"8/25/2016 14:08","8/25/2016 14:12",6,96,125,NA,NA,"sand",51.67349206,"-128.1180197",51.6735758,"-128.1182532"
