Organization,Work Area,Project,Survey,Site ID,Date,Sampling Bout,Dive Supervisor,Surveyor,Hakai ID,Sample Type,Depth,Transect Dist (m),Collected Start,Collected End,Density,Density (m2),Canopy height (cm),flowering_shoots,Comments,Quality Log
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2018-06-19,7,angeleen,derek,2018-06-19_CHOKED_PASS_EDGE7_5,seagrass_density,2.5,5,2018-06-19 04:24:33,2018-06-19 04:32:40,13,208,205,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_EDGE7,2018-06-19,7,angeleen,derek,2018-06-19_CHOKED_PASS_EDGE7_0,seagrass_density,2.5,0,2018-06-19 04:24:33,2018-06-19 04:32:40,6,96,200,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2018-06-18,4,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR4_30,seagrass_density,7.5,30,2018-06-18 08:25:05,2018-06-18 08:30:17,9,144,125,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2018-06-18,4,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR4_25,seagrass_density,7.3,25,2018-06-18 08:25:05,2018-06-18 08:30:17,4,64,125,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2018-06-18,4,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR4_20,seagrass_density,7.2,20,2018-06-18 08:25:05,2018-06-18 08:30:17,9,144,140,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2018-06-18,4,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR4_15,seagrass_density,7.4,15,2018-06-18 08:25:05,2018-06-18 08:30:17,8,128,130,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2018-06-18,4,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR4_10,seagrass_density,7,10,2018-06-18 08:25:05,2018-06-18 08:30:17,10,160,125,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2018-06-18,4,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR4_5,seagrass_density,7.4,5,2018-06-18 08:25:05,2018-06-18 08:30:17,5,80,165,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR4,2018-06-18,4,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR4_0,seagrass_density,7.3,0,2018-06-18 08:25:05,2018-06-18 08:30:17,7,112,150,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2018-06-18,6,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR6_30,seagrass_density,7.8,30,2018-06-18 07:51:35,2018-06-18 07:56:41,2,32,125,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2018-06-18,6,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR6_25,seagrass_density,7.9,25,2018-06-18 07:51:35,2018-06-18 07:56:41,7,112,135,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2018-06-18,6,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR6_20,seagrass_density,7.6,20,2018-06-18 07:51:35,2018-06-18 07:56:41,4,64,100,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2018-06-18,6,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR6_15,seagrass_density,7.5,15,2018-06-18 07:51:35,2018-06-18 07:56:41,10,160,130,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2018-06-18,6,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR6_10,seagrass_density,7.2,10,2018-06-18 07:51:35,2018-06-18 07:56:41,5,80,120,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2018-06-18,6,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR6_5,seagrass_density,7.5,5,2018-06-18 07:51:35,2018-06-18 07:56:41,1,16,175,,,
HAKAI,CALVERT,MARINEGEO,CHOKED_PASS,CHOKED_PASS_INTERIOR6,2018-06-18,6,angeleen,derek,2018-06-18_CHOKED_PASS_INTERIOR6_0,seagrass_density,7.3,0,2018-06-18 07:51:35,2018-06-18 07:56:41,9,144,150,,,
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2018-06-25,1,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE1_30,seagrass_density,2.9,30,2018-06-24 02:56:23,2018-06-24 03:01:36,3,48,175,,,1: 1 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2018-06-25,1,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE1_25,seagrass_density,3,25,2018-06-24 02:56:23,2018-06-24 03:01:36,0,0,0,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2018-06-25,1,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE1_20,seagrass_density,2.8,20,2018-06-24 02:56:23,2018-06-24 03:01:36,2,32,200,,,1: 1 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2018-06-25,1,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE1_15,seagrass_density,2.9,15,2018-06-24 02:56:23,2018-06-24 03:01:36,10,160,160,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2018-06-25,1,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE1_10,seagrass_density,2.9,10,2018-06-24 02:56:23,2018-06-24 03:01:36,6,96,200,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2018-06-25,1,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE1_5,seagrass_density,3,5,2018-06-24 02:56:23,2018-06-24 03:01:36,1,16,175,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE1,2018-06-25,1,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE1_0,seagrass_density,3,0,2018-06-24 02:56:23,2018-06-24 03:01:36,0,0,150,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2018-06-25,2,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE2_30,seagrass_density,3.5,30,2018-06-25 05:06:54,2018-06-25 05:15:05,22,352,205,,,1: 6 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2018-06-25,2,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE2_25,seagrass_density,3.5,25,2018-06-25 05:06:54,2018-06-25 05:15:05,18,288,200,,,1: 5 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2018-06-25,2,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE2_20,seagrass_density,3.4,20,2018-06-25 05:06:54,2018-06-25 05:15:05,28,448,200,,,1: 9 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2018-06-25,2,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE2_15,seagrass_density,3.5,15,2018-06-25 05:06:54,2018-06-25 05:15:05,13,208,195,,,1: 5 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2018-06-25,2,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE2_10,seagrass_density,3.8,10,2018-06-25 05:06:54,2018-06-25 05:15:05,12,192,210,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2018-06-25,2,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE2_5,seagrass_density,3.3,5,2018-06-25 05:06:54,2018-06-25 05:15:05,26,416,200,,,1: 7 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE2,2018-06-25,2,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE2_0,seagrass_density,3.2,0,2018-06-25 05:06:54,2018-06-25 05:15:05,4,64,180,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE3,2018-06-25,3,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE3_30,seagrass_density,4.2,30,2018-06-25 06:14:54,2018-06-25 06:21:01,6,96,190,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE3,2018-06-25,3,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE3_25,seagrass_density,4.1,25,2018-06-25 06:14:54,2018-06-25 06:21:01,0,0,185,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE3,2018-06-25,3,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE3_20,seagrass_density,4.1,20,2018-06-25 06:14:54,2018-06-25 06:21:01,5,80,190,,,1: 2 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE3,2018-06-25,3,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE3_15,seagrass_density,4.1,15,2018-06-25 06:14:54,2018-06-25 06:21:01,2,32,180,,,1: 1 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE3,2018-06-25,3,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE3_10,seagrass_density,3.4,10,2018-06-25 06:14:54,2018-06-25 06:21:01,23,368,200,,,1: 4 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE3,2018-06-25,3,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE3_5,seagrass_density,3.9,5,2018-06-25 06:14:54,2018-06-25 06:21:01,7,112,150,,,1: 5 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_EDGE3,2018-06-25,3,angeleen,derek,2018-06-25_KOEYE_ESTUARY_EDGE3_0,seagrass_density,4.3,0,2018-06-25 06:14:54,2018-06-25 06:21:01,3,48,125,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2018-06-25,4,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR4_30,seagrass_density,3.1,30,2018-06-24 03:35:02,2018-06-24 03:42:15,16,256,185,,,1: 10 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2018-06-25,4,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR4_25,seagrass_density,3.5,25,2018-06-24 03:35:02,2018-06-24 03:42:15,17,272,190,,,1: 3 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2018-06-25,4,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR4_20,seagrass_density,3.4,20,2018-06-24 03:35:02,2018-06-24 03:42:15,14,224,180,,,1: 1 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2018-06-25,4,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR4_15,seagrass_density,3.4,15,2018-06-24 03:35:02,2018-06-24 03:42:15,7,112,195,,,1: 1 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2018-06-25,4,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR4_10,seagrass_density,3.3,10,2018-06-24 03:35:02,2018-06-24 03:42:15,13,208,220,,,1: 5 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2018-06-25,4,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR4_5,seagrass_density,3.2,5,2018-06-24 03:35:02,2018-06-24 03:42:15,8,128,185,,,1: 3 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR4,2018-06-25,4,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR4_0,seagrass_density,3,0,2018-06-24 03:35:02,2018-06-24 03:42:15,6,96,200,,,1: 1 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2018-06-25,5,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR5_30,seagrass_density,3.5,30,2018-06-24 04:21:52,2018-06-24 04:30:05,6,96,200,,,1: 1 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2018-06-25,5,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR5_25,seagrass_density,3.9,25,2018-06-24 04:21:52,2018-06-24 04:30:05,13,208,185,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2018-06-25,5,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR5_20,seagrass_density,3.8,20,2018-06-24 04:21:52,2018-06-24 04:30:05,21,336,195,,,1: 4 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2018-06-25,5,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR5_15,seagrass_density,3.7,15,2018-06-24 04:21:52,2018-06-24 04:30:05,16,256,210,,,1: 12 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2018-06-25,5,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR5_10,seagrass_density,3.6,10,2018-06-24 04:21:52,2018-06-24 04:30:05,15,240,200,,,1: 5 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2018-06-25,5,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR5_5,seagrass_density,3.4,5,2018-06-24 04:21:52,2018-06-24 04:30:05,8,128,185,,,1: 3 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR5,2018-06-25,5,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR5_0,seagrass_density,3.5,0,2018-06-24 04:21:52,2018-06-24 04:30:05,12,192,175,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2018-06-25,6,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR6_30,seagrass_density,4.6,30,2018-06-25 05:38:25,2018-06-25 05:45:34,0,0,125,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2018-06-25,6,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR6_25,seagrass_density,4.4,25,2018-06-25 05:38:25,2018-06-25 05:45:34,9,144,195,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2018-06-25,6,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR6_20,seagrass_density,4.5,20,2018-06-25 05:38:25,2018-06-25 05:45:34,18,288,200,,,1: 3 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2018-06-25,6,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR6_15,seagrass_density,4.3,15,2018-06-25 05:38:25,2018-06-25 05:45:34,11,176,200,,,1: 1 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2018-06-25,6,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR6_10,seagrass_density,4.4,10,2018-06-25 05:38:25,2018-06-25 05:45:34,17,272,140,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2018-06-25,6,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR6_5,seagrass_density,4.5,5,2018-06-25 05:38:25,2018-06-25 05:45:34,0,0,180,,,1: 0 flowering
HAKAI,CALVERT,MARINEGEO,KOEYE_ESTUARY,KOEYE_ESTUARY_INTERIOR6,2018-06-25,6,angeleen,derek,2018-06-25_KOEYE_ESTUARY_INTERIOR6_0,seagrass_density,4.5,0,2018-06-25 05:38:25,2018-06-25 05:45:34,5,80,175,,,1: 2 flowering
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_30,seagrass_density,2.7,30,2018-08-07 03:44:22,2018-08-07 03:51:28,4,64,255,,,"1: flowering 2, Bgb uid 17188"
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_25,seagrass_density,2.5,25,2018-08-07 03:44:22,2018-08-07 03:51:28,21,336,80,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_20,seagrass_density,2.6,20,2018-08-07 03:44:22,2018-08-07 03:51:28,13,208,55,,,"1: Flowering 5, bgb uid 17060"
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_15,seagrass_density,2.8,15,2018-08-07 03:44:22,2018-08-07 03:51:28,11,176,60,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_10,seagrass_density,2.9,10,2018-08-07 03:44:22,2018-08-07 03:51:28,6,96,70,,,"1: Flowering 0, bgb uid 17043"
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_5,seagrass_density,2.7,5,2018-08-07 03:44:22,2018-08-07 03:51:28,9,144,120,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_0,seagrass_density,2.7,0,2018-08-07 03:44:22,2018-08-07 03:51:28,11,176,108,,,"1: Flowering 4, BGB uid 17178"
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_30,seagrass_density,2.6,30,2018-08-07 04:34:03,2018-08-07 04:41:12,10,160,140,,,"1: Flowering 2, bgb uid 17034"
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_25,seagrass_density,2.7,25,2018-08-07 04:34:03,2018-08-07 04:41:12,13,208,50,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_20,seagrass_density,3,20,2018-08-07 04:34:03,2018-08-07 04:41:12,14,224,130,,,"1: Flowering 0, bgb uid 11130"
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_15,seagrass_density,3.1,15,2018-08-07 04:34:03,2018-08-07 04:41:12,39,624,125,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_10,seagrass_density,3,10,2018-08-07 04:34:03,2018-08-07 04:41:12,0,0,0,,,"1: Flowering 0, bgb uid 11002"
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_5,seagrass_density,2.9,5,2018-08-07 04:34:03,2018-08-07 04:41:12,3,48,110,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_0,seagrass_density,2.9,0,2018-08-07 04:34:03,2018-08-07 04:41:12,7,112,75,,,"1: Flowering 1, bgb uid 17101"
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_30,seagrass_density,3.6,30,2018-08-07 09:17:35,2018-08-07 09:24:40,3,48,130,,,"1: Flowering 0, phyllospadix 3"
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_25,seagrass_density,3.5,25,2018-08-07 09:17:35,2018-08-07 09:24:40,13,208,120,,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_20,seagrass_density,3.3,20,2018-08-07 09:17:35,2018-08-07 09:24:40,4,64,125,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_15,seagrass_density,3.1,15,2018-08-07 09:17:35,2018-08-07 09:24:40,6,96,110,,,
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_10,seagrass_density,2.9,10,2018-08-07 09:17:35,2018-08-07 09:24:40,6,96,115,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_5,seagrass_density,2.8,5,2018-08-07 09:17:35,2018-08-07 09:24:40,11,176,130,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_0,seagrass_density,2.7,0,2018-08-07 09:17:35,2018-08-07 09:24:40,7,112,125,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_30,seagrass_density,3.7,30,2018-08-07 08:41:46,2018-08-07 08:48:52,4,64,150,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_25,seagrass_density,3.6,25,2018-08-07 08:41:46,2018-08-07 08:48:52,5,80,150,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_20,seagrass_density,3.4,20,2018-08-07 08:41:46,2018-08-07 08:48:52,2,32,150,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_15,seagrass_density,3.2,15,2018-08-07 08:41:46,2018-08-07 08:48:52,6,96,160,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_10,seagrass_density,2.9,10,2018-08-07 08:41:46,2018-08-07 08:48:52,13,208,170,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_5,seagrass_density,2.9,5,2018-08-07 08:41:46,2018-08-07 08:48:52,7,112,160,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_0,seagrass_density,2.7,0,2018-08-07 08:41:46,2018-08-07 08:48:52,9,144,150,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2018-08-07,5,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR5_30,seagrass_density,3.9,30,2018-08-07 07:04:56,2018-08-07 07:11:02,5,80,140,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2018-08-07,5,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR5_25,seagrass_density,3.8,25,2018-08-07 07:04:56,2018-08-07 07:11:02,7,112,135,,,1: Flowering 0
HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2018-08-07,5,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR5_20,seagrass_density,3.7,20,2018-08-07 07:04:56,2018-08-07 07:11:02,5,80,150,,,1: Flowering 0
