Region,Ownership,Program,Project Name,Site Name,GPS Level,Point Name,Ocean Name,Substrate,Biotic Subclass,Biotic Community,Status,Public,Boat Lat,Boat Long,Decimal Lat,Decimal Long,End Transect Decimal Lat,End Transect Decimal Lon,Established,Survey Type,Survey Frequency,Depth_m,Primary Sampling Method,Transect Bearing,Transect Distance,Last Updated,Other Structure,Bolt,Temperature Logger,Logger Type,Notes,Student Projects
Calvert,Hakai,Nearshore,Temperature Logger Array,Golden,site,NA,,,NA,NA,active,yes,51 54.1780052248261,128 12.7727074884007,51.90296675,-128.2128785,NA,NA,2015-09-16,observation,10 min,-4.8,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Goose SE,site,NA,SEA06,,NA,NA,inactive,yes,51 55.5520001999999,128 27.1600020000005,51.92586667,-128.4526667,NA,NA,2016-10-12,observation,10 min,-2.5,download,NA,NA,202003,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Goose SW,site,NA,SEA07,,NA,NA,active,yes,51 55.3881000000001,128 27.8740020000004,51.923135,-128.4645667,NA,NA,2015-09-16,observation,10 min,-3,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Kelpie Point,site,NA,,,NA,NA,active,yes,51 44.0337972427922,127 59.7962794279803,51.73389662,-127.9966047,NA,NA,2016-09-19,observation,10 min,-4.8,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Kildidt - North Herring,site,NA,KILU03,,NA,NA,inactive,yes,51 52.18422,128 9.54360000000065,51.869737,-128.15906,NA,NA,2016-10-12,observation,10 min,-5,download,NA,NA,202003,,,yes,Tidbit,"Updated Waypoint 2019-05. Old info: Location updated 08/28/2018 by Ondine Pontier, On a rock in the middle of nowhere at 8.7m at high tide. Original location was 51.869882, -128.158826",
Calvert,Hakai,Nearshore,Temperature Logger Array,Kildidt Pyropia,site,NA,,,NA,NA,inactive,yes,51 47.478,128 6.80899800000077,51.7913,-128.1134833,NA,NA,2017-04-15,observation,10 min,4.7,download,NA,NA,201710,,,NA,NA,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Koeye Midstream,site,NA,,,NA,NA,active,yes,51 46.8329999999999,127 51.7720019999999,51.78055,-127.8628667,NA,NA,2017-09-25,observation,10 min,-1.8,download,NA,NA,201710,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Koeye Midstream,site,NA,,,NA,NA,inactive,yes,51 46.6769999999998,127 51.189,51.77795,-127.85315,NA,NA,2015-09-19,observation,10 min,-2,download,NA,NA,201710,,,no,NA,inactive,
Calvert,Hakai,Nearshore,Temperature Logger Array,Koeye Mouth,site,NA,KWY01,,NA,NA,active,yes,51 46.4269998,127 52.7640000000002,51.77378333,-127.8794,NA,NA,2015-09-17,observation,10 min,-5.4,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Koeye Upstream,site,NA,,,NA,NA,inactive,yes,51 46.668,127 50.6050020000004,51.7778,-127.8434167,NA,NA,2015-09-19,observation,10 min,-1,download,NA,NA,201710,,,no,NA,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Kwakshua Mouth,site,NA,,,NA,NA,inactive,yes,51 38.7471432,127 57.6651240000001,51.64578572,-127.9610854,NA,NA,2017-09-19,observation,10 min,-5.1,download,NA,NA,202003,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Kwakume Inlet,site,NA,KME03,,NA,NA,inactive,yes,51 42.2584980000001,127 52.5773999999998,51.7043083,-127.87629,NA,NA,2016-10-16,observation,10 min,-6,download,NA,NA,202003,,,yes,Tidbit,Updated waypoint location,
Calvert,Hakai,Nearshore,Temperature Logger Array,Little Wolf Pyropia,site,NA,,,NA,NA,inactive,yes,51 39.9319998000001,128 7.82400000000052,51.66553333,-128.1304,NA,NA,2017-05-20,observation,10 min,3.24,download,NA,NA,202003,,,NA,ibutton,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Little Wolf Pyropia,site,NA,,,NA,NA,inactive,yes,51 39.9319998000001,128 7.82400000000052,51.66553333,-128.1304,NA,NA,2017-05-20,observation,10 min,2.45,download,NA,NA,202003,,,NA,ibutton,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Little Wolf Pyropia,site,NA,,,NA,NA,active,yes,51 39.9319998000001,128 7.82400000000052,51.66553333,-128.1304,NA,NA,2017-05-20,observation,10 min,2.68,download,NA,NA,201710,,,NA,ibutton,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Manley,site,NA,,,NA,NA,active,yes,51 48.0559998,128 11.9760000000002,51.80093333,-128.1996,NA,NA,2016-10-13,observation,10 min,-3,download,NA,NA,201710,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Martin Beach,site,NA,,,NA,NA,inactive,yes,51 39.9379997999999,128 4.68299999999942,51.66563333,-128.07805,NA,NA,2016-11-12,observation,10 min,2,download,NA,NA,202003,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,McMullin Macro,site,NA,,,NA,NA,inactive,yes,52 3.47800019999994,128 24.1379999999998,52.05796667,-128.4023,NA,NA,2015-09-16,observation,10 min,-5,download,NA,NA,201710,,,NA,NA,Temp Logger removed,
Calvert,Hakai,Nearshore,Temperature Logger Array,McMullin NE,site,NA,,,NA,NA,active,yes,52 4.22800020000011,128 24.4009979999998,52.07046667,-128.4066833,NA,NA,2016-09-15,observation,10 min,,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,McMullin North,site,NA,,,NA,NA,inactive,yes,52 3.78100020000019,128 24.708,52.06301667,-128.4118,NA,NA,2015-09-16,observation,10 min,-5,download,NA,NA,202003,,,NA,NA,Temp Logger removed,
Calvert,Hakai,Nearshore,Temperature Logger Array,McMullin South,site,NA,SEA09,,NA,NA,active,yes,52 3.00865156634998,128 24.1844945613008,52.05014419,-128.4030749,NA,NA,2016-09-15,observation,10 min,-4.5,download,NA,NA,201710,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Meay Macro,site,NA,,,NA,NA,active,yes,51 39.8687999999999,128 5.72999999999922,51.66448,-128.0955,NA,NA,2014-06-01,observation,10 min,,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Mercury,site,NA,,,NA,NA,active,yes,51 44.6339999999998,128 4.26491999999939,51.7439,-128.071082,NA,NA,2015-09-16,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Mustang - North Herring,site,NA,NLU02,,NA,NA,inactive,yes,51 48.780428830344,128 3.18839633387995,51.81300715,-128.0531399,NA,NA,2015-09-17,observation,10 min,-5,download,NA,NA,202003,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Nalau,site,NA,,,NA,NA,active,yes,51 47.0522400000002,128 5.88167999999996,51.784204,-128.098028,NA,NA,2016-10-15,observation,10 min,-4.6,download,NA,NA,201710,,,yes,Pendant,subtidal Nalau logger,
Calvert,Hakai,Nearshore,Temperature Logger Array,Nalau Pass Pyropia,site,NA,,,NA,NA,inactive,yes,51 47.0399999999999,128 6.07900200000074,51.784,-128.1013167,NA,NA,2017-05-17,observation,10 min,2.3,download,NA,NA,202003,,,NA,Tidbit,"temp logger previously here, may be replaced?",
Calvert,Hakai,Nearshore,Temperature Logger Array,Nalau Pass Pyropia,site,NA,,,NA,NA,inactive,yes,51 47.0399999999999,128 6.07900200000074,51.784,-128.1013167,NA,NA,2017-05-17,observation,10 min,1.67,download,NA,NA,202003,,,NA,Tidbit,"temp logger previously here, may be replaced?",
Calvert,Hakai,Nearshore,Temperature Logger Array,Nalau Pass Pyropia,site,NA,,,NA,NA,active,yes,51 47.0399999999999,128 6.07900200000074,51.784,-128.1013167,NA,NA,2017-05-17,observation,10 min,2,download,NA,NA,201710,,,NA,Tidbit,"temp logger previously here, may be replaced?",
Calvert,Hakai,Nearshore,Temperature Logger Array,Namu - North Herring,site,NA,NMU03,,NA,NA,active,yes,51 51.9704999999999,127 51.8738999999999,51.866175,-127.864565,NA,NA,2015-09-19,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,North Beach,site,NA,,,NA,NA,active,yes,51 40.0457520000001,128 8.40208799999971,51.6674292,-128.1400348,NA,NA,2015-09-15,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,North Beach Rocky Intertidal,site,NA,,,NA,NA,active,yes,51 39.9237072,128 8.10469200000057,51.66539512,-128.1350782,NA,NA,2017-05-30,observation,10 min,2.12,download,NA,NA,201710,Temperature Logger Cage,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,North Beach Rock High Mussel,site,NA,,,NA,NA,active,yes,51 39.9293999999999,128 8.09999999999945,51.66549,-128.135,NA,NA,2018-06-21,observation,10 min,,download,NA,NA,202003,Temperature Logger Cage,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,North Beach Rocky Low Surfgrass,site,NA,,,NA,NA,active,yes,51 39.9239999999999,128 8.09999999999945,51.6654,-128.135,NA,NA,2018-06-21,observation,10 min,,download,NA,NA,202003,Temperature Logger Cage,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Piles Beach,site,NA,,,NA,NA,inactive,yes,51 38.6460000000001,128 5.2109999999999,51.6441,-128.08685,NA,NA,2016-11-13,observation,10 min,2,download,NA,NA,202003,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Pruth Bay1,site,NA,,,NA,NA,active,yes,51 38.8414571522699,128 7.12858224557976,51.64735762,-128.1188097,NA,NA,2015-09-17,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Pruth Bay2,site,NA,,,NA,NA,inactive,yes,51 38.8414571522699,128 7.12858224557976,51.64735762,-128.1188097,NA,NA,2016-10-16,observation,10 min,-5,download,NA,NA,202003,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Pruth Pocket,site,NA,,,NA,NA,active,yes,51 39.5470002000002,128 6.96400200000028,51.65911667,-128.1160667,NA,NA,2016-10-16,observation,10 min,-5,download,NA,NA,201710,,,yes,Pendant,,
Quadra,Hakai,Nearshore,Temperature Logger Array,Quadra Fucus North,site,NA,,,NA,NA,active,yes,0 0,0 0,0,0,NA,NA,2017-09-15,observation,10 min,,download,NA,NA,201710,,,yes,Tidbit,,
Quadra,Hakai,Nearshore,Temperature Logger Array,Quadra Fucus Quadrat 1,site,NA,,,NA,NA,inactive,yes,50 6.94379999999995,125 13.2330000000002,50.11573,-125.22055,NA,NA,2017-09-20,observation,10 min,,download,NA,NA,202003,,,yes,ibutton,,
Quadra,Hakai,Nearshore,Temperature Logger Array,Quadra Fucus Quadrat 2,site,NA,,,NA,NA,inactive,yes,50 6.94320000000019,125 13.2365999999996,50.11572,-125.22061,NA,NA,2017-09-20,observation,10 min,,download,NA,NA,202003,,,yes,ibutton,,
Quadra,Hakai,Nearshore,Temperature Logger Array,Quadra Fucus Quadrat 3,site,NA,,,NA,NA,inactive,yes,50 6.94140000000004,125 13.2360000000003,50.11569,-125.2206,NA,NA,2017-09-20,observation,10 min,,download,NA,NA,202003,,,yes,ibutton,,
Quadra,Hakai,Nearshore,Temperature Logger Array,Quadra Fucus Quadrat 4,site,NA,,,NA,NA,inactive,yes,50 6.91080000000014,125 13.2360000000003,50.11518,-125.2206,NA,NA,2017-09-20,observation,10 min,,download,NA,NA,202003,,,yes,ibutton,,
Quadra,Hakai,Nearshore,Temperature Logger Array,Quadra Fucus Quadrat 5,site,NA,,,NA,NA,inactive,yes,50 6.90899999999999,125 13.2354000000001,50.11515,-125.22059,NA,NA,2017-09-20,observation,10 min,,download,NA,NA,202003,,,yes,ibutton,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Rattenbury,site,NA,,,NA,NA,active,yes,51 42.0715568172538,128 4.43746828284077,51.70119261,-128.0739578,NA,NA,2016-10-15,observation,10 min,-4,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Sandspit,site,NA,,,NA,NA,active,yes,51 40.7421239999998,128 6.97799999999973,51.6790354,-128.1163,NA,NA,2015-09-15,observation,10 min,-5,download,NA,NA,20190502,,,yes,Pendant,Updated waypoint by Zach Monteith,
Calvert,Hakai,Nearshore,Temperature Logger Array,Second Beach,site,NA,,,NA,NA,active,yes,51 38.9560002000002,128 9.32200200000011,51.64926667,-128.1553667,NA,NA,2016-09-19,observation,10 min,,download,NA,NA,201710,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Simmonds,site,NA,,,NA,NA,active,yes,51 57.5373550405078,128 15.7128748182004,51.95895592,-128.2618812,NA,NA,2015-09-16,observation,10 min,-4.8,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Spider,site,NA,,,NA,NA,active,yes,51 50.4908399999998,128 15.8580120000005,51.841514,-128.2643002,NA,NA,2015-09-20,observation,10 min,-5,download,NA,NA,20180829,,,yes,Tidbit,"Updated location 8/29/2018 by Ondine Pontier, old location is 51.84073333, -128.2655167",
Calvert,Hakai,Nearshore,Temperature Logger Array,Starfish,site,NA,,,NA,NA,active,yes,51 40.8,128 7.4879999999996,51.68,-128.1248,NA,NA,2016-09-19,observation,10 min,-5,download,NA,NA,201710,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Stryker,site,NA,,,NA,NA,active,yes,52 5.0110002000001,128 21.886998,52.08351667,-128.3647833,NA,NA,2015-09-16,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Thrasher,site,NA,,,NA,NA,active,yes,51 24.6990000000001,127 55.2000000000001,51.41165,-127.92,NA,NA,2016-10-14,observation,10 min,-5.2,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Triquet Bay1,site,NA,,,NA,NA,active,yes,51 48.5389997999998,128 14.1580020000004,51.80898333,-128.2359667,NA,NA,2016-10-13,observation,10 min,-0.8,download,NA,NA,201710,,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Triquet Bay2,site,NA,,,NA,NA,inactive,yes,51 48.5389997999998,128 14.1580020000004,51.80898333,-128.2359667,NA,NA,2016-10-12,observation,10 min,-0.8,download,NA,NA,202003,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Triquet Macro,site,NA,,,NA,NA,active,yes,51 48.2149998000001,128 15.2689980000002,51.80358333,-128.2544833,NA,NA,2016-10-13,observation,10 min,-4.1,download,NA,NA,201710,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Triquet North,site,NA,SEA10,,NA,NA,active,yes,51 48.5182140000002,128 14.7893999999997,51.8086369,-128.24649,NA,NA,2017-09-24,observation,10 min,-5,download,NA,NA,20190502,,,yes,Pendant,Updated waypoint by Zach Monteith,
Calvert,Hakai,Nearshore,Temperature Logger Array,Triquet RR,site,NA,,,NA,NA,inactive,yes,51 48.3329999999998,128 15.5059980000004,51.80555,-128.2584333,NA,NA,2016-10-13,observation,20 min,-3.6,download,NA,NA,202003,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,West Beach Macro,site,NA,,,NA,NA,active,yes,51 38.9475600000002,128 9.11208000000045,51.649126,-128.151868,NA,NA,2016-09-19,observation,10 min,,download,NA,NA,20180825,,,yes,Tidbit,"Updated location 08/25/2018 by Ondine Pontier, old location is 51.64908333, -128.1511667",
Calvert,Hakai,Nearshore,Temperature Logger Array,West Beach Pyropia,site,NA,,,NA,NA,inactive,yes,51 39.4450002000002,128 8.92799999999966,51.65741667,-128.1488,NA,NA,2017-04-19,observation,10 min,4,download,NA,NA,202003,,,NA,NA,,
Calvert,Hakai,Nearshore,Temperature Logger Array,West Beach Rocky Intertidal,site,NA,,,NA,NA,active,yes,51 39.4491689999998,128 8.92601999999954,51.65748615,-128.148767,NA,NA,2017-05-30,observation,10 min,2.21,download,NA,NA,201710,Temperature Logger Cage,,yes,Tidbit,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Wolf Beach,site,NA,,,NA,NA,active,yes,51 40.2340002,128 7.21300199999917,51.67056667,-128.1202167,NA,NA,2016-09-19,observation,10 min,-5,download,NA,NA,201710,,,yes,Pendant,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Nalau Pass,site,NA,,,NA,NA,active,yes,51 47.0099999999998,128 6.17099999999937,51.7835,-128.10285,NA,NA,2017-11,observation,30 min,,download,NA,NA,201710,,,NA,NA,,
Calvert,Hakai,Nearshore,Temperature Logger Array,Little Wolf Beach,site,NA,,,NA,NA,active,yes,51 39.9700000000001,128 7.19499999999925,51.66616667,-128.1199167,NA,NA,2017-11,observation,30 min,,download,NA,NA,201710,,,NA,NA,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach,point,seastar 1,ROCKY03,bedrock,attached fauna,seastar,active,yes,51 38.4474000000002,128 9.40860000000043,51.64079,-128.15681,NA,NA,2016,observation,seasonal,,plot,,,,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach,point,seastar 2,ROCKY03,bedrock,attached fauna,seastar,active,yes,51 38.4468,128 9.41099999999949,51.64078,-128.15685,NA,NA,2016,observation,seasonal,,plot,,,,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach,point,seastar 3,ROCKY03,bedrock,attached fauna,seastar,active,yes,51 38.4468,128 9.41159999999968,51.64078,-128.15686,NA,NA,2016,observation,seasonal,,plot,,,,,yes,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach,point,seastar 4,ROCKY03,bedrock,attached fauna,seastar,active,yes,51 38.4456,128 9.4163999999995,51.64076,-128.15694,NA,NA,2016,observation,seasonal,,plot,,,,,extra,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach,point,seastar 5,ROCKY03,bedrock,attached fauna,seastar,active,yes,51 38.4449999999998,128 9.41880000000026,51.64075,-128.15698,NA,NA,2016,observation,seasonal,,plot,,,,,extra,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,West Beach,point,seastar 1,ROCKY06,bedrock,attached fauna,seastar,active,yes,51 39.4320000000002,128 8.93460000000005,51.6572,-128.14891,NA,NA,2016,observation,seasonal,,plot,,,,,yes,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,West Beach,point,seastar 2,ROCKY06,bedrock,attached fauna,seastar,active,yes,51 39.4290000000001,128 8.93580000000043,51.65715,-128.14893,NA,NA,2016,observation,seasonal,,plot,,,,,extra,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,West Beach,point,seastar 3,ROCKY06,bedrock,attached fauna,seastar,active,yes,51 39.4332000000001,128 8.93460000000005,51.65722,-128.14891,NA,NA,2016,observation,seasonal,,plot,,,,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,West Beach,point,seastar 4,ROCKY06,bedrock,attached fauna,seastar,active,yes,51 39.4344000000001,128 8.93279999999948,51.65724,-128.14888,NA,NA,2016,observation,seasonal,,plot,,,,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,West Beach,point,seastar 5,ROCKY06,bedrock,attached fauna,seastar,active,yes,51 39.4344000000001,128 8.92920000000004,51.65724,-128.14882,NA,NA,2016,observation,seasonal,,plot,,,,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,North Beach,point,seastar 1,ROCKY07,bedrock,attached fauna,seastar,active,yes,51 39.9227999999999,128 8.1096000000008,51.66538,-128.13516,NA,NA,2016,observation,seasonal,,plot,,,,,yes,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,North Beach,point,seastar 2,ROCKY07,bedrock,attached fauna,seastar,active,yes,51 39.9234000000001,128 8.11800000000005,51.66539,-128.1353,NA,NA,2016,observation,seasonal,,plot,,,,,extra,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,North Beach,point,seastar 3,ROCKY07,bedrock,attached fauna,seastar,active,yes,51 39.9293999999999,128 8.12159999999949,51.66549,-128.13536,NA,NA,2016,observation,seasonal,,plot,,,,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,North Beach,point,seastar 4,ROCKY07,bedrock,attached fauna,seastar,active,yes,51 39.9300000000001,128 8.11139999999966,51.6655,-128.13519,NA,NA,2016,observation,seasonal,,plot,,,,,,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,West Beach,transect,Surfgrass Transect,ROCKY06,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 39.442236,128 8.92828799999961,51.6573706,-128.1488048,51.6573707,-128.1488048,2016,observation,seasonal,,transect,195,,,,yes,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,Fifth Beach,transect,Surfgrass Transect,ROCKY03,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 38.4516000000002,128 9.3990000000008,51.64086,-128.15665,51.64081,-128.15678,2016,observation,seasonal,,transect,220,,,,yes,,,,
Calvert,Hakai,Nearshore,Rocky Intertidal,North Beach,transect,nb_surfgrassNorth,ROCKY07,bedrock,seagrass meadow,Phyllospadix spp.,active,yes,51 40.0146000000001,128 8.04119999999955,51.66691,-128.13402,51.6667523,-128.1340424,2016,observation,seasonal,,transect,,,,,yes,,,,
Calvert,Hakai,Nearshore,Mussel Growth Experiment,West,site,NA,ROCKY06,bedrock,attached fauna,Mytilus spp.,active,yes,51 39.3892800000002,128 8.92104000000018,51.656488,-128.148684,NA,NA,2017,experiment,bi-annually,,quadrat,NA,NA,2017-11,Vexar,yes,,,,
Calvert,Hakai,Nearshore,Mussel Growth Experiment,Fifth,site,NA,ROCKY03,bedrock,attached fauna,Mytilus spp.,active,yes,51 38.43852,128 9.41645999999935,51.640642,-128.156941,NA,NA,2017,experiment,bi-annually,,quadrat,NA,NA,2017-11,Vexar,yes,,,,
Calvert,Hakai,Nearshore,Mussel Growth Experiment,North,site,NA,ROCKY07,bedrock,attached fauna,Mytilus spp.,active,yes,51 40.0096199999999,128 8.03771999999981,51.666827,-128.133962,NA,NA,2017,experiment,bi-annually,,quadrat,NA,NA,2017-11,Vexar,yes,,,,
Calvert,Hakai,Nearshore,Mussel Growth Experiment,Kwakshua,site,NA,,bedrock,attached fauna,Mytilus spp.,inactive,yes,51 39.36894,128 5.98896000000025,51.656149,-128.099816,NA,NA,2016,experiment,bi-annually,,quadrat,NA,NA,2017-11,Vexar,yes,,,Decommissioned in Oct 2018,
Calvert,Hakai,Hyper-Nearshore,Rocky Intertidal,North Beach,point,"Water Collection, YSI",ROCKY07,bedrock,NA,NA,active,yes,51 39.917694,128 8.10551999999916,51.6652949,-128.135092,NA,NA,2017,observation,seasonal,,water collection,NA,,2021-02-09 23:34,,,,,,
Calvert,Hakai,Hyper-Nearshore,Rocky Intertidal,West Beach,point,"Water Collection, YSI",ROCKY06,bedrock,NA,NA,active,yes,51 39.4432859999999,128 8.93178000000035,51.6573881,-128.148863,NA,NA,2017,observation,seasonal,,water collection,NA,,2021-02-12 2:40,,,,,,
Calvert,Hakai,Hyper-Nearshore,Rocky Intertidal,5th Beach,point,"Water Collection, YSI",ROCKY03,bedrock,NA,NA,active,yes,51 38.4503339999999,128 9.40817999999979,51.6408389,-128.156803,NA,NA,2017,observation,seasonal,,water collection,NA,,2021-02-11 2:29,,,,,,
Calvert,Affiliate,Harley Lab,Sea Star Monitoring,Crazy Town,site,NA,,bedrock,NA,NA,active,yes,51 39.9227999999999,128 8.1096000000008,51.66538,-128.13516,NA,NA,,observation,,,transect,,,20190508,,yes,,,site coordinates updated to match RI North Beach seastar plot,
Calvert,Affiliate,Harley Lab,Sea Star Monitoring,North Beach,site,NA,,bedrock,NA,NA,active,yes,51 39.93798,128 8.11908000000074,51.665633,-128.135318,NA,NA,,observation,,,transect,,,20180104,,yes,,,,
Calvert,Affiliate,Harley Lab,Sea Star Monitoring,5th Beach,site,NA,,bedrock,NA,NA,active,yes,51 38.4282,128 9.40398000000016,51.64047,-128.156733,NA,NA,,observation,,,transect,,,20180104,,yes,,,,
Calvert,Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,Surf Island Slot,site,NA,,bedrock,attached fauna,Mytilus spp.,active,yes,51 39.80172,128 8.72465999999974,51.663362,-128.145411,NA,NA,,observation,,,transect,,,20180104,,,,,,
Calvert,Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,North Beach West,site,NA,,bedrock,attached fauna,Mytilus spp.,inactive,yes,51 39.81606,128 8.72549999999933,51.663601,-128.145425,NA,NA,,experiment,,,transect,,,20180104,,yes,,,,
Calvert,Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,West Beach,site,NA,,bedrock,attached fauna,Mytilus spp.,active,yes,51 39.1447800000002,128 8.48052000000052,51.652413,-128.141342,NA,NA,,observation,,,transect,,,20180104,,,,,,
Calvert,Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,3rd Beach North A,site,NA,,bedrock,attached fauna,Mytilus spp.,inactive,yes,51 38.7481800000001,128 9.16247999999939,51.645803,-128.152708,NA,NA,,experiment,,,transect,,,20180104,,yes,,,,
Calvert,Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,3rd Beach North B,site,NA,,bedrock,attached fauna,Mytilus spp.,inactive,yes,51 38.6353200000002,128 9.14304000000072,51.643922,-128.152384,NA,NA,,experiment,,,transect,,,20180104,,yes,,,,
Calvert,Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,7th Beach South A,site,NA,,bedrock,attached fauna,Mytilus spp.,inactive,yes,51 38.3079600000001,128 8.83811999999978,51.638466,-128.147302,NA,NA,,experiment,,,transect,,,20180104,,yes,,,,
Calvert,Affiliate,Harley Lab,Headland Pisaster-Mytilus Comparisons,7th Beach South B,site,NA,,bedrock,attached fauna,Mytilus spp.,inactive,yes,51 38.2627799999999,128 8.83871999999997,51.637713,-128.147312,NA,NA,,experiment,,,transect,,,20180104,,yes,,,,
Calvert,Affiliate,Harley Lab,Nucella Experiment,Pruth Lagoon,site,NA,,bedrock,attached fauna,,active,yes,51 39.34074,128 7.79352000000074,51.655679,-128.129892,NA,NA,,experiment,,,,,,20180104,Experimental Cages,,,,Updated April 2019 to reflect cage movement. Old cage located: 51.655679	-128.129892	,Fiona Beaty
Calvert,Affiliate,Harley Lab,Nucella Experiment,Kwakshua SW (WTS-708),site,NA,,bedrock,attached fauna,,active,yes,51 38.9797799999998,128 4.14282000000071,51.649663,-128.069047,NA,NA,,experiment and observation,,,,,,20180104,Experimental Cages,,,,,
Calvert,Affiliate,Harley Lab,Nucella Experiment,Kwakshua SM (WTS-703),site,NA,,bedrock,attached fauna,,active,yes,51 38.9565000000002,128 1.5556799999996,51.649275,-128.025928,NA,NA,,experiment and observation,,,,,,20180104,Experimental Cages,,,,,
Calvert,Affiliate,Harley Lab,Nucella Experiment,Kwakshua SE (WTS-693),site,NA,,bedrock,attached fauna,,active,yes,51 38.8818600000002,127 59.7688199999996,51.648031,-127.996147,NA,NA,,experiment and observation,,,,,,20180104,Experimental Cages,,,,,
Calvert,Affiliate,Harley Lab,Nucella Experiment,Kwakshua NE (WTS ?),site,NA,,bedrock,attached fauna,,active,yes,51 39.4655399999999,128 0.142200000000798,51.657759,-128.00237,NA,NA,,observation,,,,,,20180104,,,,,WTS-844,
