,organization,work_area,project,survey,site_id,date,sampling_bout,dive_supervisor,surveyor,hakai_id,sample_type,depth,transect_dist_m,collected_start,collected_end,bag_uid,bag_number,density_range,substrate,patchiness,adj_habitat_1,adj_habitat_2,sample_collected,vegetation_1,vegetation_2,comments,quality_log
522,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2017-09-03,4,"carolyn,krystal",kyle,10850,seagrass_habitat,3.9,10-May,9/3/2017 2:44,9/3/2017 2:47,10850,3520,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
523,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2017-09-03,4,"carolyn,krystal",kyle,11030,seagrass_habitat,3.9,0 - 5,9/3/2017 2:44,9/3/2017 2:47,11030,3004,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
524,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,"carolyn,krystal",kyle,11149,seagrass_habitat,6.4,25 - 30,9/3/2017 3:15,9/3/2017 3:19,11149,722,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
525,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,"carolyn,krystal",kyle,11046,seagrass_habitat,6.3,20 - 25,9/3/2017 3:15,9/3/2017 3:19,11046,951,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,1: Bag ID is 951-1000
526,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,"carolyn,krystal",kyle,11048,seagrass_habitat,6.4,15 - 20,9/3/2017 3:15,9/3/2017 3:19,11048,57,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,1: 1 pit 1m x60cm
527,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,"carolyn,krystal",kyle,11050,seagrass_habitat,6.4,15-Oct,9/3/2017 3:15,9/3/2017 3:19,11050,721,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
528,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,"carolyn,krystal",kyle,11047,seagrass_habitat,6.4,10-May,9/3/2017 3:15,9/3/2017 3:19,11047,704,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
529,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2017-09-03,5,"carolyn,krystal",kyle,10837,seagrass_habitat,6.5,0 - 5,9/3/2017 3:15,9/3/2017 3:19,10837,3539,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
530,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,"carolyn,krystal",kyle,10941,seagrass_habitat,5.4,25 - 30,9/3/2017 4:44,9/3/2017 4:48,10941,3553,NA,"sand,shell hash",3-Feb,seagrass,NA,TRUE,NA,NA,NA,NA
531,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,"carolyn,krystal",kyle,10942,seagrass_habitat,5.2,20 - 25,9/3/2017 4:44,9/3/2017 4:48,10942,3506,NA,"sand,shell hash",3-Feb,seagrass,NA,TRUE,NA,NA,NA,NA
532,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,"carolyn,krystal",kyle,10824,seagrass_habitat,5.3,15 - 20,9/3/2017 4:44,9/3/2017 4:48,10824,3213,NA,"sand,shell hash",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
533,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,"carolyn,krystal",kyle,10827,seagrass_habitat,5.5,15-Oct,9/3/2017 4:44,9/3/2017 4:48,10827,3543,NA,"sand,shell hash",2-Jan,seagrass,NA,TRUE,NA,NA,NA,NA
534,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,"carolyn,krystal",kyle,11129,seagrass_habitat,5.4,10-May,9/3/2017 4:44,9/3/2017 4:48,11129,3517,NA,"sand,shell hash",2-Jan,seagrass,NA,TRUE,NA,NA,NA,NA
535,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2017-09-03,6,"carolyn,krystal",kyle,10836,seagrass_habitat,5.5,0 - 5,9/3/2017 4:44,9/3/2017 4:48,10836,303,NA,"sand,shell hash",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
536,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,8901,seagrass_habitat,3.2,25 - 30,8/30/2017 5:03,8/30/2017 5:10,8901,502,NA,sand,< 1,seagrass,NA,TRUE,phyllospadix 20,NA,NA,1: Below ground uid 10259
537,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,10026,seagrass_habitat,3.2,20 - 25,8/30/2017 5:03,8/30/2017 5:10,10026,3504,NA,sand,2-Jan,seagrass,NA,TRUE,phyllospadix 40,NA,NA,1: Below ground uid 07010
538,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,2017-08-30_MCMULLIN_SOUTH_INTERIOR4_15 - 20,seagrass_habitat,3.1,15 - 20,8/30/2017 5:03,8/30/2017 5:10,NA,NA,NA,sand,2-Jan,seagrass,NA,FALSE,phyllospadix 80,NA,NA,NA
539,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,12556,seagrass_habitat,3.1,15-Oct,8/30/2017 5:03,8/30/2017 5:10,12556,723,NA,sand,< 1,seagrass,NA,TRUE,phyllospadix 40,NA,NA,1: Below ground uid 07054
540,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,2017-08-30_MCMULLIN_SOUTH_INTERIOR4_5 - 10,seagrass_habitat,3.1,10-May,8/30/2017 5:03,8/30/2017 5:10,NA,NA,NA,sand,< 1,seagrass,NA,FALSE,phyllospadix 20,NA,NA,NA
541,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR4,2017-08-30,4,gillian,zach,10270,seagrass_habitat,3.2,0 - 5,8/30/2017 5:03,8/30/2017 5:10,10270,806,NA,sand,< 1,seagrass,NA,TRUE,phyllospadix 20,NA,NA,1: Below ground uid 10112
542,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,zach,10020,seagrass_habitat,3.9,25 - 30,8/30/2017 3:42,8/30/2017 3:48,10020,6028,NA,sand,< 1,seagrass,NA,TRUE,ulva,NA,NA,NA
543,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,zach,10015,seagrass_habitat,3.9,20 - 25,8/30/2017 3:42,8/30/2017 3:48,10015,6007,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
544,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,zach,2017-08-30_MCMULLIN_SOUTH_INTERIOR5_15 - 20,seagrass_habitat,3.9,15 - 20,8/30/2017 3:42,8/30/2017 3:48,NA,NA,NA,sand,< 1,seagrass,NA,FALSE,NA,NA,NA,NA
545,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,zach,10095,seagrass_habitat,3.9,15-Oct,8/30/2017 3:42,8/30/2017 3:48,10095,6006,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
546,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,zach,2017-08-30_MCMULLIN_SOUTH_INTERIOR5_5 - 10,seagrass_habitat,3.9,10-May,8/30/2017 3:42,8/30/2017 3:48,NA,NA,NA,sand,< 1,seagrass,NA,FALSE,NA,NA,NA,NA
547,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR5,2017-08-30,5,gillian,zach,10016,seagrass_habitat,3.8,0 - 5,8/30/2017 3:42,8/30/2017 3:48,10016,6005,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
548,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR6,2017-08-30,6,gillian,zach,10912,seagrass_habitat,3.9,25 - 30,8/30/2017 3:07,8/30/2017 3:14,10912,6008,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
549,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR6,2017-08-30,6,gillian,zach,10813,seagrass_habitat,3.9,20 - 25,8/30/2017 3:07,8/30/2017 3:14,10813,6013,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
550,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR6,2017-08-30,6,gillian,zach,2017-08-30_MCMULLIN_SOUTH_INTERIOR6_15 - 20,seagrass_habitat,3.9,15 - 20,8/30/2017 3:07,8/30/2017 3:14,NA,NA,NA,sand,< 1,seagrass,NA,FALSE,NA,NA,NA,NA
551,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR6,2017-08-30,6,gillian,zach,10812,seagrass_habitat,3.8,15-Oct,8/30/2017 3:07,8/30/2017 3:14,10812,6012,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
552,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR6,2017-08-30,6,gillian,zach,2017-08-30_MCMULLIN_SOUTH_INTERIOR6_5 - 10,seagrass_habitat,3.9,10-May,8/30/2017 3:07,8/30/2017 3:14,NA,NA,NA,sand,< 1,seagrass,NA,FALSE,NA,NA,NA,NA
553,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_INTERIOR6,2017-08-30,6,gillian,zach,11004,seagrass_habitat,3.9,0 - 5,8/30/2017 3:07,8/30/2017 3:14,11004,6014,NA,sand,< 1,seagrass,NA,TRUE,NA,NA,NA,NA
554,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE1,2017-08-30,1,gillian,zach,11007,seagrass_habitat,3.9,25 - 30,8/30/2017 5:43,8/30/2017 5:48,11007,3203,NA,sand,< 1,standing kelp,NA,TRUE,NA,NA,NA,1: Below ground uid 10811
555,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE1,2017-08-30,1,gillian,zach,11113,seagrass_habitat,4,20 - 25,8/30/2017 5:43,8/30/2017 5:48,11113,3524,NA,sand,< 1,standing kelp,NA,TRUE,NA,NA,NA,1: Below ground uid 11005
556,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE1,2017-08-30,1,gillian,zach,2017-08-30_MCMULLIN_SOUTH_EDGE1_15 - 20,seagrass_habitat,4.3,15 - 20,8/30/2017 5:43,8/30/2017 5:48,NA,NA,NA,sand,< 1,standing kelp,NA,FALSE,phyllospadix 20,NA,NA,NA
557,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE1,2017-08-30,1,gillian,zach,10256,seagrass_habitat,4.4,15-Oct,8/30/2017 5:43,8/30/2017 5:48,10256,3553,NA,sand,3-Feb,standing kelp,NA,TRUE,phyllospadix 60,NA,NA,1: Shoot collection at ~ 5m. Below ground uid 11006
558,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE1,2017-08-30,1,gillian,zach,2017-08-30_MCMULLIN_SOUTH_EDGE1_5 - 10,seagrass_habitat,4.4,10-May,8/30/2017 5:43,8/30/2017 5:48,NA,NA,NA,sand,5-Apr,standing kelp,NA,FALSE,phyllospadix 100,NA,NA,NA
559,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE1,2017-08-30,1,gillian,zach,10004,seagrass_habitat,4,0 - 5,8/30/2017 5:43,8/30/2017 5:48,10004,57,NA,sand,3-Feb,standing kelp,NA,TRUE,phyllospadix 60,NA,NA,1: Below ground uid 10014
560,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2017-08-30,2,gillian,zach,10207,seagrass_habitat,5.9,25 - 30,8/30/2017 7:04,8/30/2017 7:07,10207,3012,NA,sand,< 1,sand,NA,TRUE,NA,NA,NA,NA
561,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2017-08-30,2,gillian,zach,10809,seagrass_habitat,5.93563,20 - 25,8/30/2017 7:04,8/30/2017 7:07,10809,3563,NA,sand,< 1,sand,NA,TRUE,NA,NA,NA,NA
562,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2017-08-30,2,gillian,zach,2017-08-30_MCMULLIN_SOUTH_EDGE2_15 - 20,seagrass_habitat,5.9,15 - 20,8/30/2017 7:04,8/30/2017 7:07,NA,NA,NA,sand,< 1,sand,NA,FALSE,NA,NA,NA,NA
563,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2017-08-30,2,gillian,zach,10911,seagrass_habitat,5.8,15-Oct,8/30/2017 7:04,8/30/2017 7:07,10911,3502,NA,sand,< 1,sand,NA,TRUE,NA,NA,NA,NA
564,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2017-08-30,2,gillian,zach,2017-08-30_MCMULLIN_SOUTH_EDGE2_5 - 10,seagrass_habitat,5.9,10-May,8/30/2017 7:04,8/30/2017 7:07,NA,NA,NA,sand,< 1,sand,NA,FALSE,NA,NA,NA,NA
565,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE2,2017-08-30,2,gillian,zach,11012,seagrass_habitat,5.8,0 - 5,8/30/2017 7:04,8/30/2017 7:07,11012,3555,NA,sand,< 1,sand,NA,TRUE,NA,NA,NA,NA
566,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2017-08-30,3,gillian,zach,8891,seagrass_habitat,3.1,25 - 30,8/30/2017 7:40,8/30/2017 7:46,8891,3559,NA,"sand,shell hash",5-Apr,standing kelp,NA,TRUE,phyllospadix,NA,NA,1: Sample from ~ 28m. Phyllo cover 80-100%
567,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2017-08-30,3,gillian,zach,11011,seagrass_habitat,3.2,20 - 25,8/30/2017 7:40,8/30/2017 7:46,11011,3561,NA,"sand,shell hash",2-Jan,standing kelp,NA,TRUE,phyllospadix,NA,NA,1: Phyllo 20-40% cover
568,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2017-08-30,3,gillian,zach,2017-08-30_MCMULLIN_SOUTH_EDGE3_15 - 20,seagrass_habitat,3.1,15 - 20,8/30/2017 7:40,8/30/2017 7:46,NA,NA,NA,"sand,shell hash",< 1,standing kelp,NA,FALSE,ulva,NA,NA,1: Ulva 1% cover
569,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2017-08-30,3,gillian,zach,8886,seagrass_habitat,3.2,15-Oct,8/30/2017 7:40,8/30/2017 7:46,8886,3507,NA,"sand,shell hash",2-Jan,standing kelp,NA,TRUE,phyllospadix,NA,NA,1: Sample from ~ 12m. Phyllospadix 20-40% cover
570,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2017-08-30,3,gillian,zach,2017-08-30_MCMULLIN_SOUTH_EDGE3_5 - 10,seagrass_habitat,3.3,10-May,8/30/2017 7:40,8/30/2017 7:46,NA,NA,NA,"sand,shell hash",5-Apr,standing kelp,NA,FALSE,phyllospadix,NA,NA,1: Phyllospadix cover 80-100%
571,HAKAI,CALVERT,MARINEGEO,MCMULLIN_SOUTH,MCMULLIN_SOUTH_EDGE3,2017-08-30,3,gillian,zach,11112,seagrass_habitat,3.5,0 - 5,8/30/2017 7:40,8/30/2017 7:46,11112,330,NA,"sand,shell hash",5-Apr,standing kelp,NA,TRUE,phyllospadix,NA,NA,1: Phyllospadix 80-100% cover. Sample taken at 3m.
572,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE1,2017-09-04,1,gillian,kyle,11122,seagrass_habitat,4,25 - 30,9/4/2017 2:50,9/4/2017 2:55,11122,6017,NA,"shell hash,gravel",< 1,standing kelp,NA,TRUE,macro,gracilaria,NA,NA
573,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE1,2017-09-04,1,gillian,kyle,11032,seagrass_habitat,4,20 - 25,9/4/2017 2:50,9/4/2017 2:55,11032,331,NA,"sand,shell hash",< 1,standing kelp,NA,TRUE,NA,NA,NA,NA
574,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE1,2017-09-04,1,gillian,kyle,2017-09-04_GOOSE_SOUTHEAST_EDGE1_15 - 20,seagrass_habitat,4,15 - 20,9/4/2017 2:50,9/4/2017 2:55,NA,NA,NA,"sand,shell hash",< 1,standing kelp,NA,FALSE,NA,NA,NA,NA
575,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE1,2017-09-04,1,gillian,kyle,11123,seagrass_habitat,4.1,15-Oct,9/4/2017 2:50,9/4/2017 2:55,11123,6011,NA,"sand,shell hash",< 1,standing kelp,NA,TRUE,macro,NA,NA,NA
576,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE1,2017-09-04,1,gillian,kyle,2017-09-04_GOOSE_SOUTHEAST_EDGE1_5 - 10,seagrass_habitat,4.1,10-May,9/4/2017 2:50,9/4/2017 2:55,NA,NA,NA,"shell hash,gravel",5-Apr,standing kelp,NA,FALSE,mazaella,NA,NA,NA
577,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE1,2017-09-04,1,gillian,kyle,10910,seagrass_habitat,4,0 - 5,9/4/2017 2:50,9/4/2017 2:55,10910,6009,NA,"sand,shell hash",< 1,standing kelp,NA,TRUE,NA,NA,NA,1: Macro
578,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE2,2017-09-04,2,gillian,kyle,11105,seagrass_habitat,7.3,25 - 30,9/4/2017 3:24,9/4/2017 3:35,11105,6026,NA,gravel,< 1,sand,NA,TRUE,branched red,chondracanthus,NA,1: Bgb uid: 10142
579,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE2,2017-09-04,2,gillian,kyle,11108,seagrass_habitat,7.5,20 - 25,9/4/2017 3:24,9/4/2017 3:35,11108,3527,NA,gravel,< 1,sand,NA,TRUE,chondracanthus,branched red,NA,1: Bgb uid 10928
580,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE2,2017-09-04,2,gillian,kyle,2017-09-04_GOOSE_SOUTHEAST_EDGE2_15 - 20,seagrass_habitat,7.3,15 - 20,9/4/2017 3:24,9/4/2017 3:35,NA,NA,NA,"sand,gravel",< 1,sand,NA,FALSE,branched red,chondracanthus,NA,NA
581,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE2,2017-09-04,2,gillian,kyle,10908,seagrass_habitat,7.3,15-Oct,9/4/2017 3:24,9/4/2017 3:35,10908,3,NA,"shell hash,gravel",3-Feb,sand,NA,TRUE,branched red,chondracanthus,NA,1: Bgb uid : 10906
582,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE2,2017-09-04,2,gillian,kyle,2017-09-04_GOOSE_SOUTHEAST_EDGE2_5 - 10,seagrass_habitat,7.3,10-May,9/4/2017 3:24,9/4/2017 3:35,NA,NA,NA,"shell hash,gravel",< 1,sand,NA,FALSE,chondracanthus,branched red,NA,NA
583,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_EDGE2,2017-09-04,2,gillian,kyle,11106,seagrass_habitat,7.5,0 - 5,9/4/2017 3:24,9/4/2017 3:35,11106,3209,NA,"shell hash,gravel",< 1,sand,NA,TRUE,chondracanthus,branched red,NA,1: Bgb uid: 11040 ; transect was 100% phyllospadix but collections are zostera
584,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR4,2017-09-04,4,gillian,kyle,10206,seagrass_habitat,7.1,25 - 30,9/4/2017 5:40,9/4/2017 5:45,10206,3516,NA,"sand,gravel",4-Mar,standing kelp,NA,TRUE,macro,chondracanthus,NA,NA
585,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR4,2017-09-04,4,gillian,kyle,10120,seagrass_habitat,6.9,20 - 25,9/4/2017 5:40,9/4/2017 5:45,10120,516,NA,"sand,gravel",5-Apr,standing kelp,NA,TRUE,branched red,chondracanthus,NA,NA
586,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR4,2017-09-04,4,gillian,kyle,10121,seagrass_habitat,7,15 - 20,9/4/2017 5:40,9/4/2017 5:45,10121,6001,NA,"sand,gravel",3-Feb,standing kelp,NA,TRUE,branched red,chondracanthus,NA,NA
587,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR4,2017-09-04,4,gillian,kyle,10921,seagrass_habitat,6.9,15-Oct,9/4/2017 5:40,9/4/2017 5:45,10921,3555,NA,"sand,gravel",5-Apr,standing kelp,NA,TRUE,macro,chondracanthus,NA,NA
588,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR4,2017-09-04,4,gillian,kyle,10279,seagrass_habitat,6.9,10-May,9/4/2017 5:40,9/4/2017 5:45,10279,544,NA,"sand,gravel",5-Apr,standing kelp,NA,TRUE,macro,branched red,NA,NA
589,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR4,2017-09-04,4,gillian,kyle,10115,seagrass_habitat,6.9,0 - 5,9/4/2017 5:40,9/4/2017 5:45,10115,0,NA,"sand,gravel",2-Jan,standing kelp,NA,TRUE,macro,chondracanthus,NA,NA
590,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR5,2017-09-04,5,gillian,kyle,10187,seagrass_habitat,5.5,25 - 30,9/4/2017 6:14,9/4/2017 6:19,10187,3505,NA,"sand,gravel",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
591,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR5,2017-09-04,5,gillian,kyle,11057,seagrass_habitat,5.5,20 - 25,9/4/2017 6:14,9/4/2017 6:19,11057,1029,NA,"sand,gravel",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
592,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR5,2017-09-04,5,gillian,kyle,10051,seagrass_habitat,5.6,15 - 20,9/4/2017 6:14,9/4/2017 6:19,10051,3218,NA,"sand,gravel",2-Jan,seagrass,NA,TRUE,NA,NA,NA,NA
593,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR5,2017-09-04,5,gillian,kyle,10185,seagrass_habitat,5.6,15-Oct,9/4/2017 6:14,9/4/2017 6:19,10185,3220,NA,"sand,gravel",< 1,seagrass,NA,TRUE,chondracanthus,NA,NA,NA
594,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR5,2017-09-04,5,gillian,kyle,11155,seagrass_habitat,5.6,10-May,9/4/2017 6:14,9/4/2017 6:19,11155,3533,NA,"sand,gravel",2-Jan,seagrass,NA,TRUE,branched red,NA,NA,NA
595,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR5,2017-09-04,5,gillian,kyle,8896,seagrass_habitat,5.4,0 - 5,9/4/2017 6:14,9/4/2017 6:19,8896,3205,NA,"sand,gravel",2-Jan,seagrass,NA,TRUE,chondracanthus,NA,NA,NA
596,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR6,2017-09-04,6,gillian,kyle,10280,seagrass_habitat,4.3,25 - 30,9/4/2017 6:51,9/4/2017 6:56,10280,3203,NA,"sand,gravel",NA,seagrass,NA,TRUE,chondracanthus,NA,NA,NA
597,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR6,2017-09-04,6,gillian,kyle,11158,seagrass_habitat,4.2,20 - 25,9/4/2017 6:51,9/4/2017 6:56,11158,3552,NA,"sand,gravel",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
598,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR6,2017-09-04,6,gillian,kyle,10917,seagrass_habitat,4.4,15 - 20,9/4/2017 6:51,9/4/2017 6:56,10917,3600,NA,"sand,gravel",3-Feb,seagrass,NA,TRUE,des,NA,NA,NA
599,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR6,2017-09-04,6,gillian,kyle,10153,seagrass_habitat,4.4,15-Oct,9/4/2017 6:51,9/4/2017 6:56,10153,3535,NA,"sand,gravel",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
600,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHEAST,GOOSE_SOUTHEAST_INTERIOR6,2017-09-04,6,gillian,kyle,10860,seagrass_habitat,4.3,10-May,9/4/2017 6:51,9/4/2017 6:56,10860,806,NA,"mud,gravel",< 1,seagrass,NA,TRUE,NA,NA,NA,NA
