,organization,work_area,project,survey,site_id,date,sampling_bout,dive_supervisor,surveyor,hakai_id,sample_type,depth,transect_dist_m,collected_start,collected_end,density,density__m2_,canopy_height_cm,flowering_shoots,comments,quality_log
1186,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_20,seagrass_density,2.6,20,8/7/2018 3:44,8/7/2018 3:51,13,208,55,NA,NA,"1: Flowering 5, bgb uid 17060"
1187,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_15,seagrass_density,2.8,15,8/7/2018 3:44,8/7/2018 3:51,11,176,60,NA,NA,1: Flowering 0
1188,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_10,seagrass_density,2.9,10,8/7/2018 3:44,8/7/2018 3:51,6,96,70,NA,NA,"1: Flowering 0, bgb uid 17043"
1189,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_5,seagrass_density,2.7,5,8/7/2018 3:44,8/7/2018 3:51,9,144,120,NA,NA,1: Flowering 0
1190,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE1,2018-08-07,1,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE1_0,seagrass_density,2.7,0,8/7/2018 3:44,8/7/2018 3:51,11,176,108,NA,NA,"1: Flowering 4, BGB uid 17178"
1191,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_30,seagrass_density,2.6,30,8/7/2018 4:34,8/7/2018 4:41,10,160,140,NA,NA,"1: Flowering 2, bgb uid 17034"
1192,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_25,seagrass_density,2.7,25,8/7/2018 4:34,8/7/2018 4:41,13,208,50,NA,NA,1: Flowering 0
1193,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_20,seagrass_density,3,20,8/7/2018 4:34,8/7/2018 4:41,14,224,130,NA,NA,"1: Flowering 0, bgb uid 11130"
1194,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_15,seagrass_density,3.1,15,8/7/2018 4:34,8/7/2018 4:41,39,624,125,NA,NA,1: Flowering 0
1195,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_10,seagrass_density,3,10,8/7/2018 4:34,8/7/2018 4:41,0,0,0,NA,NA,"1: Flowering 0, bgb uid 11002"
1196,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_5,seagrass_density,2.9,5,8/7/2018 4:34,8/7/2018 4:41,3,48,110,NA,NA,1: Flowering 0
1197,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE2,2018-08-07,2,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE2_0,seagrass_density,2.9,0,8/7/2018 4:34,8/7/2018 4:41,7,112,75,NA,NA,"1: Flowering 1, bgb uid 17101"
1198,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_30,seagrass_density,3.6,30,8/7/2018 9:17,8/7/2018 9:24,3,48,130,NA,NA,"1: Flowering 0, phyllospadix 3"
1199,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_25,seagrass_density,3.5,25,8/7/2018 9:17,8/7/2018 9:24,13,208,120,NA,NA,NA
1200,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_20,seagrass_density,3.3,20,8/7/2018 9:17,8/7/2018 9:24,4,64,125,NA,NA,1: Flowering 0
1201,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_15,seagrass_density,3.1,15,8/7/2018 9:17,8/7/2018 9:24,6,96,110,NA,NA,NA
1202,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_10,seagrass_density,2.9,10,8/7/2018 9:17,8/7/2018 9:24,6,96,115,NA,NA,1: Flowering 0
1203,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_5,seagrass_density,2.8,5,8/7/2018 9:17,8/7/2018 9:24,11,176,130,NA,NA,1: Flowering 0
1204,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_EDGE3,2018-08-07,3,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_EDGE3_0,seagrass_density,2.7,0,8/7/2018 9:17,8/7/2018 9:24,7,112,125,NA,NA,1: Flowering 0
1205,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_30,seagrass_density,3.7,30,8/7/2018 8:41,8/7/2018 8:48,4,64,150,NA,NA,1: Flowering 0
1206,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_25,seagrass_density,3.6,25,8/7/2018 8:41,8/7/2018 8:48,5,80,150,NA,NA,1: Flowering 0
1207,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_20,seagrass_density,3.4,20,8/7/2018 8:41,8/7/2018 8:48,2,32,150,NA,NA,1: Flowering 0
1208,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_15,seagrass_density,3.2,15,8/7/2018 8:41,8/7/2018 8:48,6,96,160,NA,NA,1: Flowering 0
1209,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_10,seagrass_density,2.9,10,8/7/2018 8:41,8/7/2018 8:48,13,208,170,NA,NA,1: Flowering 0
1210,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_5,seagrass_density,2.9,5,8/7/2018 8:41,8/7/2018 8:48,7,112,160,NA,NA,1: Flowering 0
1211,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR4,2018-08-07,4,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR4_0,seagrass_density,2.7,0,8/7/2018 8:41,8/7/2018 8:48,9,144,150,NA,NA,1: Flowering 0
1212,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2018-08-07,5,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR5_30,seagrass_density,3.9,30,8/7/2018 7:04,8/7/2018 7:11,5,80,140,NA,NA,1: Flowering 0
1213,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2018-08-07,5,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR5_25,seagrass_density,3.8,25,8/7/2018 7:04,8/7/2018 7:11,7,112,135,NA,NA,1: Flowering 0
1214,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2018-08-07,5,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR5_20,seagrass_density,3.7,20,8/7/2018 7:04,8/7/2018 7:11,5,80,150,NA,NA,1: Flowering 0
1215,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2018-08-07,5,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR5_15,seagrass_density,3.3,15,8/7/2018 7:04,8/7/2018 7:11,9,144,150,NA,NA,1: Flowering 0
1216,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2018-08-07,5,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR5_10,seagrass_density,3.2,10,8/7/2018 7:04,8/7/2018 7:11,7,112,150,NA,NA,1: Flowering 0
1217,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2018-08-07,5,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR5_5,seagrass_density,3.4,5,8/7/2018 7:04,8/7/2018 7:11,5,80,160,NA,NA,1: Flowering 0
1218,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR5,2018-08-07,5,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR5_0,seagrass_density,3.2,0,8/7/2018 7:04,8/7/2018 7:11,10,160,155,NA,NA,1: Flowering 0
1219,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2018-08-07,6,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR6_30,seagrass_density,4.4,30,8/7/2018 6:10,8/7/2018 6:15,0,0,150,NA,NA,1: Flowering 0
1220,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2018-08-07,6,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR6_25,seagrass_density,4.2,25,8/7/2018 6:10,8/7/2018 6:15,18,288,160,NA,NA,1: Flowering 0
1221,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2018-08-07,6,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR6_20,seagrass_density,3.9,20,8/7/2018 6:10,8/7/2018 6:15,11,176,150,NA,NA,1: Flowering 0
1222,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2018-08-07,6,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR6_15,seagrass_density,3.8,15,8/7/2018 6:10,8/7/2018 6:15,8,128,190,NA,NA,1: Flowering 0
1223,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2018-08-07,6,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR6_10,seagrass_density,3.4,10,8/7/2018 6:10,8/7/2018 6:15,13,208,175,NA,NA,1: Flowering 0
1224,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2018-08-07,6,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR6_5,seagrass_density,3.5,5,8/7/2018 6:10,8/7/2018 6:15,12,192,180,NA,NA,1: Flowering 0
1225,HAKAI,CALVERT,MARINEGEO,MCMULLIN_NORTH,MCMULLIN_NORTH_INTERIOR6,2018-08-07,6,"angeleen,krystal",derek,2018-08-07_MCMULLIN_NORTH_INTERIOR6_0,seagrass_density,3,0,8/7/2018 6:10,8/7/2018 6:15,15,240,160,NA,NA,1: Flowering 0
1226,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2018-08-08,1,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE1_30,seagrass_density,4.6,30,8/8/2018 3:24,8/8/2018 3:31,12,192,80,NA,NA,1: Flowering 0
1227,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2018-08-08,1,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE1_25,seagrass_density,4.6,25,8/8/2018 3:24,8/8/2018 3:31,13,208,150,NA,NA,1: Flowering 0
1228,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2018-08-08,1,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE1_20,seagrass_density,4.6,20,8/8/2018 3:24,8/8/2018 3:31,3,48,90,NA,NA,1: Flowering 0
1229,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2018-08-08,1,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE1_15,seagrass_density,4.5,15,8/8/2018 3:24,8/8/2018 3:31,12,192,120,NA,NA,1: Flowering 0
1230,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2018-08-08,1,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE1_10,seagrass_density,4.3,10,8/8/2018 3:24,8/8/2018 3:31,10,160,110,NA,NA,1: Flowering 0
1231,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2018-08-08,1,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE1_5,seagrass_density,4.5,5,8/8/2018 3:24,8/8/2018 3:31,10,160,100,NA,NA,1: Flowering 0
1232,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE1,2018-08-08,1,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE1_0,seagrass_density,4.6,0,8/8/2018 3:24,8/8/2018 3:31,8,128,130,NA,NA,1: Flowering 0
1233,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2018-08-08,2,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE2_30,seagrass_density,5.3,30,8/8/2018 4:09,8/8/2018 4:05,13,208,130,NA,NA,1: Flowering 0
1234,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2018-08-08,2,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE2_25,seagrass_density,5.5,25,8/8/2018 4:09,8/8/2018 4:05,15,240,130,NA,NA,1: Flowering 0
1235,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2018-08-08,2,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE2_20,seagrass_density,5.3,20,8/8/2018 4:09,8/8/2018 4:05,7,112,150,NA,NA,1: Flowering 0
1236,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2018-08-08,2,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE2_15,seagrass_density,5.2,15,8/8/2018 4:09,8/8/2018 4:05,14,224,185,NA,NA,1: Flowering 1
1237,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2018-08-08,2,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE2_10,seagrass_density,5.5,10,8/8/2018 4:09,8/8/2018 4:05,14,224,200,NA,NA,1: Flowering 0
1238,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2018-08-08,2,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE2_5,seagrass_density,5.4,5,8/8/2018 4:09,8/8/2018 4:05,11,176,125,NA,NA,1: Flowering 0
1239,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE2,2018-08-08,2,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE2_0,seagrass_density,5.4,0,8/8/2018 4:09,8/8/2018 4:05,7,112,135,NA,NA,1: Flowering 1
1240,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,2018-08-08,3,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE3_30,seagrass_density,7.2,30,8/8/2018 5:36,8/8/2018 5:41,7,112,75,NA,NA,1: Flowering 0
1241,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,2018-08-08,3,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE3_20,seagrass_density,7.1,20,8/8/2018 5:36,8/8/2018 5:41,3,48,80,NA,NA,1: Flowering 0
1242,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,2018-08-08,3,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE3_25,seagrass_density,7,25,8/8/2018 5:36,8/8/2018 5:41,3,48,75,NA,NA,1: Flowering 0
1243,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,2018-08-08,3,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE3_15,seagrass_density,7,15,8/8/2018 5:36,8/8/2018 5:41,9,144,80,NA,NA,1: Flowering 0
1244,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,2018-08-08,3,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE3_10,seagrass_density,6.9,10,8/8/2018 5:36,8/8/2018 5:41,0,0,90,NA,NA,1: Flowering 0
1245,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,2018-08-08,3,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE3_5,seagrass_density,6.9,5,8/8/2018 5:36,8/8/2018 5:41,4,64,60,NA,NA,1: Flowering 0
1246,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_EDGE3,2018-08-08,3,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_EDGE3_0,seagrass_density,6.9,0,8/8/2018 5:36,8/8/2018 5:41,1,16,50,NA,NA,1: Flowering 0
1247,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2018-08-08,4,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR4_30,seagrass_density,4.9,30,8/8/2018 6:12,8/8/2018 6:18,5,80,110,NA,NA,1: Flowering 0
1248,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2018-08-08,4,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR4_25,seagrass_density,4.8,25,8/8/2018 6:12,8/8/2018 6:18,3,48,100,NA,NA,1: Flowering 0
1249,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2018-08-08,4,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR4_20,seagrass_density,4.8,20,8/8/2018 6:12,8/8/2018 6:18,4,64,125,NA,NA,1: Flowering 0
1250,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2018-08-08,4,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR4_15,seagrass_density,4.6,15,8/8/2018 6:12,8/8/2018 6:18,3,48,140,NA,NA,1: Flowering 0
1251,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2018-08-08,4,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR4_10,seagrass_density,4.7,10,8/8/2018 6:12,8/8/2018 6:18,4,64,135,NA,NA,1: Flowering 0
1252,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2018-08-08,4,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR4_5,seagrass_density,4.6,5,8/8/2018 6:12,8/8/2018 6:18,3,48,170,NA,NA,1: Flowering 0
1253,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR4,2018-08-08,4,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR4_0,seagrass_density,4.6,0,8/8/2018 6:12,8/8/2018 6:18,2,32,160,NA,NA,1: Flowering 0
1254,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2018-08-08,5,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR5_30,seagrass_density,5.7,30,8/8/2018 8:14,8/8/2018 8:22,1,16,110,NA,NA,1: Flowering 0
1255,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2018-08-08,5,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR5_25,seagrass_density,5.8,25,8/8/2018 8:14,8/8/2018 8:22,3,48,125,NA,NA,1: Flowering 0
1256,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2018-08-08,5,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR5_20,seagrass_density,5.9,20,8/8/2018 8:14,8/8/2018 8:22,5,80,125,NA,NA,1: Flowering 0
1257,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2018-08-08,5,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR5_15,seagrass_density,5.7,15,8/8/2018 8:14,8/8/2018 8:22,0,0,0,NA,NA,1: Flowering 0
1258,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2018-08-08,5,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR5_10,seagrass_density,5.8,10,8/8/2018 8:14,8/8/2018 8:22,1,16,100,NA,NA,1: Flowering 0
1259,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2018-08-08,5,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR5_5,seagrass_density,6,5,8/8/2018 8:14,8/8/2018 8:22,1,16,80,NA,NA,1: Flowering 0
1260,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR5,2018-08-08,5,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR5_0,seagrass_density,6.1,0,8/8/2018 8:14,8/8/2018 8:22,1,16,105,NA,NA,"1: Phyllospadix 3, flowering 0"
1261,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2018-08-08,6,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR6_30,seagrass_density,4.7,30,8/8/2018 7:26,8/8/2018 7:33,8,128,130,NA,NA,1: Flowering 0
1262,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2018-08-08,6,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR6_25,seagrass_density,4.9,25,8/8/2018 7:26,8/8/2018 7:33,9,144,125,NA,NA,1: Flowering 0
1263,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2018-08-08,6,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR6_20,seagrass_density,4.7,20,8/8/2018 7:26,8/8/2018 7:33,13,208,175,NA,NA,1: Flowering 0
1264,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2018-08-08,6,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR6_15,seagrass_density,4.7,15,8/8/2018 7:26,8/8/2018 7:33,12,192,140,NA,NA,1: Flowering 0
1265,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2018-08-08,6,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR6_10,seagrass_density,4.9,10,8/8/2018 7:26,8/8/2018 7:33,8,128,145,NA,NA,1: Flowering 0
1266,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2018-08-08,6,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR6_5,seagrass_density,4.7,5,8/8/2018 7:26,8/8/2018 7:33,6,96,155,NA,NA,1: Flowering 0
1267,HAKAI,CALVERT,MARINEGEO,GOOSE_SOUTHWEST,GOOSE_SOUTHWEST_INTERIOR6,2018-08-08,6,"angeleen,krystal",derek,2018-08-08_GOOSE_SOUTHWEST_INTERIOR6_0,seagrass_density,4.9,0,8/8/2018 7:26,8/8/2018 7:33,7,112,150,NA,NA,1: Flowering 0
1268,HAKAI,CALVERT,MARINEGEO,TRIQUET_BAY,TRIQUET_BAY_EDGE1,2018-08-10,1,"angeleen,krystal",derek,2018-08-10_TRIQUET_BAY_EDGE1_30,seagrass_density,5.5,30,8/10/2018 3:50,8/10/2018 3:55,3,48,135,NA,NA,1: Flowering 0
